query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
易和國際控股,易和國際控股,越疆科技发布澄清公告：围绕员工激励事项的争议焦点逐一回应，股份权属清晰，招股书披露真实准确完整,公告明确，公司股份权属清晰，历次工商变更均严格依规完成，招股说明书信息披露不存在瑕疵，相关事宜对控股权及日常经营不构成影响，中介机构独立核查结论亦随公告同步对外披露。,2026-07-22 09:35:00,中国基金报,http://finance.eastmoney.com/a/202607223816657340.html
易和國際控股,易和國際控股,明宇制药二闯港交所：八年无产品上市，负债率超400%、乳腺癌药物或涉嫌夸大宣传,而天眼查数据显示，该地址正同时被17家公司所使用，如：思派健康科技有限公司、味丹国际 控股 有限公司、醫渡科技有限公司、智慧互通科技股份有限公司、博雅互動國際有限公司等。也就是说，该公司在境外或并无正式办公地点。,2026-07-27 20:02:00,消费日报财经,http://finance.eastmoney.com/a/202607273822454496.html
易和國際控股,易和國際控股,百德国际：拟出售目标公司全部股权 代价为1亿港元承兑票据及200万港元不可退还按金,南财智讯6月30日电，百德國際（02668.HK）发布须予披露交易公告，于2026年6月30日与明炎控股有限公司订立买卖协议，拟有条件出售其全资附属公司駋創有限公司（目标公司）全部已发行股本。,2026-06-30 20:25:00,南方财经网,http://finance.eastmoney.com/a/202606303788562780.html
易和國際控股,易和國際控股,告别家乐福，苏宁200万出售客优仕控股100%股权,根据公告，客优仕（中国）股份资产挂牌转让后，2026年6月22日由HK EXPRESS WORLD INTERNATIONAL LIMITED（香港快行天下國際有限公司）摘牌。,2026-06-30 21:14:00,第一财经,http://finance.eastmoney.com/a/202606303788612683.html
易和國際控股,易和國際控股,深入推进全球化布局 亚太药业子公司拟设香港子公司,公司全资子公司浙江雅泰利众控股有限公司（以下简称“雅泰利众”）拟以自有资金180万美元在中国香港设立子公司亞太藥業國際有限公司（暂定名）。 据悉，雅泰利众拟设立的香港子公司拟定的经营范围主要为药品批发及进出口、化学药制剂、抗生素、生化药品、生物制品。,2026-06-27 12:07:00,证券日报,http://finance.eastmoney.com/a/202606273785426327.html
易和國際控股,易和國際控股,仁度生物：控股股东拟变更为海鲸药业 15日复牌,、新頌有限公司、瑞達國際控股有限公司与南京海鲸药业股份有限公司（简称“海鲸药业”）签署《股份转让协议》，约定共同向海鲸药业协议转让其所持公司的 851.57万股无限售条件流通股份，占公司股份总数的21.25%，转让总价5.16亿元。,2026-05-14 20:39:00,证券时报网,http://finance.eastmoney.com/a/202605143737674919.html
易和國際控股,易和國際控股,拟控股仁度生物！海鲸药业再度出手，曾入主盟科药业未果,近日，仁度生物发布公告称，公司控股股东、实际控制人居金良、润聪（上海）企业管理中心（有限合伙）、中国国际金融股份有限公司（代表“中金丰众41号员工参与科创板战略配售集合资产管理计划”）、MING LI INVESTMENTSLIMITED、常州金新创业投资有限公司、新頌有限公司、瑞達國際控股有限公司与海鲸药业签署了,2026-05-18 20:04:38,北京商报,http://finance.eastmoney.com/a/202605183740697351.html
易和國際控股,易和國際控股,实控人拟变更为张现涛，仁度生物5月15日起复牌,、新頌有限公司、瑞達國際控股有限公司与南京海鲸药业股份有限公司（以下简称“海鲸药业”）签署了《股份转让协议》，约定共同向海鲸药业协议转让其所持仁度生物的851.57万股无限售条件流通股份，占仁度生物股份总数的21.25%。,2026-05-14 20:41:46,北京商报,http://finance.eastmoney.com/a/202605143737669495.html
易和國際控股,易和國際控股,仁度生物控股股东拟变更为海鲸药业 明起复牌,居金良、润聪、中金丰众41号以72.65元/股转让合计400.14万股，占比9.96%，合计转让款2.90亿元；MING LI、常州金新、新頌以50元/股转让合计451.43万股，占比11.29%，合计转让款2.26亿元；第二次转让安排为，2027年1月股份解除限售后，居金良与瑞達國際控股有限公司须分别转让,2026-05-14 23:22:00,证券时报网,http://finance.eastmoney.com/a/202605143737827957.html
易和國際控股,易和國際控股,入主盟科药业失利后，拟借款2.58亿控股仁度生物，海鲸药业“上市梦”能否如愿？,此外，仁度生物公告显示，《股份转让协议》还约定了二次股份转让，在第一次股份转让过户完成且居金良相应股份解除限售（即2027年1月）后的自然年度内（至2027年12月31日），居金良与瑞達國際控股有限公司再分别向海鲸药业转让3.57%与1.43%的股份。,2026-05-16 10:23:00,时代财经,http://finance.eastmoney.com/a/202605163739568436.html
