query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02473,02473,261只港股获南向资金大比例持有,3.77 资讯科技业 01375 中州证券 70092.00 58.62 1.750 2.94 金融业 01877 君实生物 15258.80 58.61 18.580 0.32 医疗保健业 00811 新华文轩 25493.00 57.68 10.040 2.66 非必需性消费 02473,2026-07-30 09:15:00,证券时报网,http://finance.eastmoney.com/a/202607303825997710.html
02473,02473,南向资金高比例持有港股名单,0.58 金融业 01877 君实生物 15262.68 58.62 18.520 -2.01 医疗保健业 02631 天岳先进 3217.28 58.58 55.750 -11.01 资讯科技业 02477 经纬天地 280056.08 58.38 0.176 2.92 电讯业 02473,2026-07-29 09:36:00,证券时报网,http://finance.eastmoney.com/a/202607293824728966.html
02473,02473,257只港股获南向资金大比例持有,3.190 1.27 公用事业 03483 易方达高股息 2093.25 59.29 18.000 0.17 01375 中州证券 70032.80 58.57 1.710 0.59 金融业 01877 君实生物 15233.78 58.52 18.900 2.77 医疗保健业 02473,2026-07-28 09:43:00,证券时报网,http://finance.eastmoney.com/a/202607283823172217.html
02473,02473,258只港股获南向资金大比例持有,17.970 0.00 01375 中州证券 70118.70 58.65 1.700 -2.86 金融业 01877 君实生物 15265.56 58.64 18.390 -5.11 医疗保健业 02477 经纬天地 278582.24 58.07 0.172 -6.52 电讯业 02473,2026-07-27 09:43:00,证券时报网,http://finance.eastmoney.com/a/202607273821880639.html
02473,02473,258只港股获南向资金大比例持有,59.40 17.970 1.24 03033 南方恒生科技 864523.30 59.21 4.610 0.66 01877 君实生物 15275.98 58.68 19.380 0.88 医疗保健业 01375 中州证券 70104.50 58.64 1.750 1.74 金融业 02473,2026-07-24 09:14:00,证券时报网,http://finance.eastmoney.com/a/202607243819836121.html
02473,02473,南向资金高比例持有港股名单,金融业 00177 江苏宁沪高速公路 73594.96 60.21 9.910 -0.90 工业 00956 新天绿色能源 128031.06 59.65 3.200 0.31 公用事业 02196 复星医药 32904.35 59.60 16.460 -0.06 医疗保健业 02473,2026-07-23 09:07:00,证券时报网,http://finance.eastmoney.com/a/202607233818193619.html
02473,02473,260只港股获南向资金大比例持有,金融业 00177 江苏宁沪高速公路 73631.96 60.24 10.000 -0.70 工业 00956 新天绿色能源 128294.96 59.77 3.190 2.57 公用事业 02196 复星医药 32966.30 59.72 16.470 -1.08 医疗保健业 02473,2026-07-22 08:54:00,证券时报网,http://finance.eastmoney.com/a/202607223816438195.html
02473,02473,南向资金高比例持有港股名单,2.890 1.76 工业 00576 浙江沪杭甬 112178.52 55.43 6.590 1.85 工业 00038 第一拖拉机股份 21669.14 55.28 8.180 7.35 工业 01528 红星美凯龙 40933.27 55.21 1.050 -0.94 地产建筑业 02473,2026-07-21 09:38:00,证券时报网,http://finance.eastmoney.com/a/202607213814389051.html
02473,02473,喜相逢集团：拟签订售后回租合同,南财智讯7月14日电，喜相逢集团（02473.HK）发布须予披露交易公告，就拟签订售后回租合同事项作出补充说明，披露出租人剩余48.75%股权的持股结构及最终实益拥有人情况。,2026-07-14 17:20:00,南方财经网,http://finance.eastmoney.com/a/202607143805698138.html
02473,02473,南向资金高比例持有港股名单,4.05 工业 00902 华能国际电力股份 265419.79 56.46 5.790 3.21 公用事业 01456 国联民生 24897.60 56.24 3.840 -2.78 金融业 01952 云顶新耀 19804.34 55.96 24.720 -15.11 医疗保健业 02473,2026-07-20 09:33:00,证券时报网,http://finance.eastmoney.com/a/202607203812159255.html
