query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
06686,06686,诺亚控股：7月30日将派发股息0.892元/股,南财智讯7月10日电，诺亚控股（06686.HK）公告，公司将于2026年7月30日派发截至2025年12月31日止年度的末期股息，每股派发现金股息0.892元（人民币）。本次股息总额为3.06亿元，以2026年7月9日为记录日期，除净日为2026年7月8日。,2026-07-10 07:04:00,南方财经网,http://finance.eastmoney.com/a/202607103800519294.html
06686,06686,诺亚控股：7月30日将派发股息1.027港元/股,南财智讯7月10日电，诺亚控股（06686.HK）公告，公司将于2026年7月30日或前后派发截至2025年12月31日止年度的末期股息，每股1.027港元（就香港普通股注册持有人而言），以港元为单位；同时派发特别股息每股1.027港元。,2026-07-10 07:04:00,南方财经网,http://finance.eastmoney.com/a/202607103800519124.html
06686,06686,诺亚控股2026年Q1净收入6.26亿元 同比增长1.8%,5月28日，诺亚控股（06686/NOAH）发布公告，2026年第一季度未经过审计的财务业绩显示，净收入为6.26亿元（9070万美元），较2025年同期增加1.8%。增长主要得益于境内私募证券基金产品的业绩报酬收入增加，尽管保险产品的募集费收入有所减少。,2026-05-28 09:13:00,财中社,http://finance.eastmoney.com/a/202605283752177219.html
06686,06686,诺亚控股：2025年净利润同比增长14.4%,南财智讯3月25日电，诺亚控股（06686.HK）公告，截至2025年12月31日止年度，公司总收入为26.30亿元人民币，同比增长0.3%；年内净收益为5.57亿元人民币，同比增长14.4%；每股基本盈利为1.60元人民币。,2026-03-25 06:42:00,南方财经网,http://finance.eastmoney.com/a/202603253683051442.html
06686,06686,诺亚控股2025年股东应占收益增长至5.59亿元,3月25日，诺亚控股（06686/NOAH）发布截至2025年12月31日止年度的未经过审计综合全年业绩。公司在复杂的国内外宏观经济环境中，成功实现净收入26.1亿元，同比增长0.4%。股东应占净收益由上年的4.75亿元增长至5.59亿元，增幅为17.5%。,2026-03-25 09:16:00,财中社,http://finance.eastmoney.com/a/202603253683488163.html
06686,06686,诺亚控股：2025年净利润同比增长17.54% 拟每股派息及特别股息各0.933元,中证智能财讯诺亚控股（06686）3月25日披露2025年度报告。报告期内，公司实现营业收入26.1亿元，同比增长0.36%；归母净利润5.59亿元，同比增长17.54%；据报告显示，诺亚控股基本每股收益为1.6元，平均净资产收益率为5.72%。,2026-03-25 15:03:13,中国证券报·中证网,http://finance.eastmoney.com/a/202603253683984763.html
06686,06686,诺亚控股回购17万股 金额39万美元,3月16日，诺亚控股（06686/NOAH）发布公告，公司于2026年3月13日在纽约证券交易所回购股份17万股，回购金额为39万美元，回购价格在2.28美元至2.322美元之间。,2026-03-16 20:50:00,财中社,http://finance.eastmoney.com/a/202603163673344688.html
06686,06686,诺亚控股回购17万股 金额39万美元,3月13日，诺亚控股（06686/NOAH）发布公告，2026年3月12日，公司在纽约证券交易所回购股份17万股，回购金额为39万美元。 根据回购授权的决议，公司可回购的股份总数为3308万股，已回购股份629万股，占回购授权决议通过时已发行股份的1.901%。,2026-03-13 23:09:18,财中社,http://finance.eastmoney.com/a/202603133671872379.html
06686,06686,诺亚控股回购17万股 金额39万美元,3月6日，诺亚控股（06686/NOAH）发布公告，2026年3月5日，公司在纽约证券交易所回购股份17万股，回购金额为39万美元，回购价格在2.26美元至2.32美元之间。,2026-03-06 20:58:01,财中社,http://finance.eastmoney.com/a/202603063664740652.html
06686,06686,诺亚控股回购1.6万股 金额3.85万美元,2月23日，诺亚控股（06686/NOAH）发布公告，2026年2月20日，公司在纽约证券交易所回购股份1.6万股，回购金额为3.85万美元。 根据回购授权的决议，公司可回购的股份总数为3308万股，已回购股份433万股，占回购授权决议通过时已发行股份的1.309%。,2026-02-23 18:14:20,财中社,http://finance.eastmoney.com/a/202602233651990522.html
