query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02150,02150,奈雪的茶回购128万股 金额93万港元,7月21日，奈雪的茶（02150）发布公告，公司回购股份128万股，回购金额为93万港元。 根据回购授权的决议，公司可回购的股份总数为1.7亿股，已回购股份1219万股，占回购授权决议通过时已发行股份的0.7177%。,2026-07-21 20:51:00,财中社,http://finance.eastmoney.com/a/202607213815869989.html
02150,02150,59家港股公司出手回购（7月24日）,2998.49 02373 美丽田园医疗健康 3.30 63.67 19.420 19.160 4849.87 02508 圣贝拉集团 17.35 60.79 3.550 3.410 572.81 09669 北森控股 18.26 59.74 3.350 3.220 4034.46 02150,2026-07-27 09:43:00,证券时报网,http://finance.eastmoney.com/a/202607273821688256.html
02150,02150,45家港股公司出手回购（7月23日）,790.12 06887 东阳光药 3.70 119.66 33.000 31.900 5228.09 02617 药捷安康-B 10.50 113.31 10.920 10.600 519.31 06098 碧桂园服务 20.00 110.10 5.510 5.500 22199.68 02150,2026-07-24 09:14:00,证券时报网,http://finance.eastmoney.com/a/202607243819840725.html
02150,02150,港股收盘 | 三大指数走势分歧 AI产业链概念股领涨,茶饮股集体走低蜜雪集团跌幅居前 截至收盘，蜜雪集团(02097.HK)跌4.85%，古茗(01364.HK)跌3.55%，奈雪的茶02150.HK)跌2.74%。 消息方面，茶饮股受资金风格影响，多数个股走弱，其中蜜雪集团领跌。,2026-07-21 16:25:00,财联社,http://finance.eastmoney.com/a/202607213815575385.html
02150,02150,64家港股公司回购 小米集团-W回购4999.83万港元,553.35 02416 易点云 30.80 102.81 3.410 3.270 8475.12 06996 德琪医药-B 24.45 100.40 4.240 3.950 756.97 02643 曹操出行 6.79 99.12 14.640 14.510 9557.56 02150,2026-07-22 08:54:00,证券时报网,http://finance.eastmoney.com/a/202607223816431961.html
02150,02150,71家港股公司出手回购（7月20日）,2.400 998.13 00336 华宝国际 25.00 71.74 2.870 2.860 2704.91 01709 德林控股 75.00 70.53 0.960 0.930 5052.62 02429 友宝在线 27.75 67.05 2.440 2.390 1934.90 02150,2026-07-21 09:38:00,证券时报网,http://finance.eastmoney.com/a/202607213814389186.html
02150,02150,87家港股公司回购 小米集团-W回购1.02亿港元,4.640 2666.06 01709 德林控股 50.00 48.00 0.960 0.960 4982.10 02219 朝聚眼科 18.00 46.70 2.600 2.560 847.00 00623 中视金桥 24.50 46.28 1.890 1.880 2720.62 02150,2026-07-20 09:33:00,证券时报网,http://finance.eastmoney.com/a/202607203812159352.html
02150,02150,61家港股公司出手回购（7月16日）,1.320 6272.93 00869 彩星玩具 42.00 20.50 0.490 0.470 2144.66 03650 KEEP 9.88 19.27 2.000 1.870 4153.28 09886 叮当健康 20.00 18.24 0.920 0.900 7179.91 02150,2026-07-17 09:11:00,证券时报网,http://finance.eastmoney.com/a/202607173809876387.html
02150,02150,7月15日港股回购一览,0.190 174.68 00336 华宝国际 20.00 60.44 3.040 3.010 2471.15 06980 八马茶业 2.78 57.05 20.560 20.320 304.56 02665 图达通 19.85 53.94 2.730 2.680 781.12 02150,2026-07-16 09:08:00,证券时报网,http://finance.eastmoney.com/a/202607163808323712.html
02150,02150,84家港股公司回购 极兔速递-W回购3916.37万港元,6.890 248.69 01458 周黑鸭 53.45 69.67 1.330 1.250 6207.60 02508 圣贝拉集团 19.15 64.06 3.400 3.270 64.06 02416 易点云 19.50 60.55 3.110 3.090 8236.94 02150,2026-07-15 09:07:00,证券时报网,http://finance.eastmoney.com/a/202607153806676355.html
