query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
06618,06618,京东健康06618.HK)6月30日回购1638.73万港元，已连续7日回购,证券时报·数据宝统计，京东健康在港交所公告显示，6月30日以每股32.400港元至33.000港元的价格回购50.00万股，回购金额达1638.73万港元。该股当日收盘价32.840港元，下跌3.18%，全天成交额5.17亿港元。 自6月22日以来公司已连续7日进行回购，合计回购,2026-07-01 08:52:00,证券时报网,http://finance.eastmoney.com/a/202607013789170116.html
06618,06618,京东健康06618.HK)6月29日回购332.99万港元，已连续6日回购,证券时报·数据宝统计，京东健康在港交所公告显示，6月29日以每股31.980港元至33.740港元的价格回购10.17万股，回购金额达332.99万港元。该股当日收盘价33.920港元，上涨6.07%，全天成交额4.67亿港元。 自6月22日以来公司已连续6日进行回购，合计回购,2026-06-30 09:08:00,证券时报网,http://finance.eastmoney.com/a/202606303787504279.html
06618,06618,京东健康06618.HK)连续4日回购，累计回购200.00万股,证券时报·数据宝统计，京东健康在港交所公告显示，6月25日以每股32.640港元至33.680港元的价格回购50.00万股，回购金额达1653.39万港元。该股当日收盘价33.140港元，下跌0.78%，全天成交额3.49亿港元。 自6月22日以来公司已连续4日进行回购，合计回购,2026-06-26 08:59:00,证券时报网,http://finance.eastmoney.com/a/202606263783840914.html
06618,06618,京东健康06618.HK)6月24日回购1668.67万港元，年内累计回购7.87亿港元,证券时报·数据宝统计，京东健康在港交所公告显示，6月24日以每股33.020港元至33.700港元的价格回购50.00万股，回购金额达1668.67万港元。该股当日收盘价33.400港元，上涨0.60%，全天成交额3.28亿港元。 自6月22日以来公司已连续3日进行回购，合计回购,2026-06-25 09:17:00,证券时报网,http://finance.eastmoney.com/a/202606253782300826.html
06618,06618,京东健康06618.HK)6月23日回购50.00万股，耗资1665.38万港元,证券时报·数据宝统计，京东健康在港交所公告显示，6月23日以每股33.040港元至34.160港元的价格回购50.00万股，回购金额达1665.38万港元。该股当日收盘价33.200港元，下跌2.01%，全天成交额4.60亿港元。 自6月22日以来公司已连续2日进行回购，合计回购,2026-06-24 09:09:00,证券时报网,http://finance.eastmoney.com/a/202606243780589213.html
06618,06618,京东健康06618.HK)6月22日回购50.00万股，耗资1693.85万港元,证券时报·数据宝统计，京东健康在港交所公告显示，6月22日以每股33.520港元至34.120港元的价格回购50.00万股，回购金额达1693.85万港元。该股当日收盘价33.880港元，下跌3.48%，全天成交额5.89亿港元。 今年以来该股累计进行18次回购，合计回购1894.24,2026-06-23 09:51:00,证券时报网,http://finance.eastmoney.com/a/202606233779165377.html
06618,06618,京东健康06618.HK)6月16日回购1825.42万港元 年内累计回购7.36亿港元,证券时报·数据宝统计，京东健康在港交所公告显示，6月16日以每股36.180港元至36.620港元的价格回购50.00万股，回购金额达1825.42万港元。该股当日收盘价36.620港元，下跌2.97%，全天成交额2.53亿港元。 自6月5日以来公司已连续8日进行回购，合计回购,2026-06-16 21:47:00,证券时报网,http://finance.eastmoney.com/a/202606163773372175.html
06618,06618,京东健康06618.HK)连续6日回购，累计斥资6447.30万港元,证券时报·数据宝统计，京东健康在港交所公告显示，6月12日以每股37.520港元至38.260港元的价格回购30.00万股，回购金额达1135.39万港元。该股当日收盘价37.760港元，下跌0.37%，全天成交额6.12亿港元。 自6月5日以来公司已连续6日进行回购，合计回购,2026-06-15 08:02:00,证券时报网,http://finance.eastmoney.com/a/202606153770818772.html
06618,06618,京东健康06618.HK)6月15日回购27.14万股 耗资1026.78万港元,证券时报·数据宝统计，京东健康在港交所公告显示，6月15日以每股37.660港元至38.200港元的价格回购27.14万股，回购金额达1026.78万港元。该股当日收盘价37.740港元，下跌0.05%，全天成交额2.41亿港元。 自6月5日以来公司已连续7日进行回购，合计回购,2026-06-15 21:12:00,证券时报网,http://finance.eastmoney.com/a/202606153771875140.html
06618,06618,新冠已达中流行水平！有电商平台新冠药物销量环比增长翻倍，专家：大型医院储备充足,在京东健康（06618.HK）、阿里健康（00241.HK）、叮当健康（09886.HK）等医药电商平台上，均可购买到上述多款新冠抗病毒药物。,2026-07-30 16:20:05,时代周报,http://finance.eastmoney.com/a/202607303826715545.html
