query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02171,02171,科济药业-B02171.HK)7月7日回购27.00万股，耗资406.03万港元,证券时报·数据宝统计，科济药业-B在港交所公告显示，7月7日以每股14.940港元至15.120港元的价格回购27.00万股，回购金额达406.03万港元。该股当日收盘价15.300港元，下跌4.38%，全天成交额4560.20万港元。（数据宝） 科济药业-B回购明细 日期 回购股数,2026-07-08 09:30:00,证券时报网,http://finance.eastmoney.com/a/202607083797681471.html
02171,02171,87家港股公司回购 小米集团-W回购1.02亿港元,58191.85 02285 泉峰控股 30.00 571.97 19.240 18.870 3798.95 06078 海吉亚医疗 49.44 499.94 10.550 9.900 11015.00 01618 中国中冶 333.20 499.93 1.520 1.490 9124.10 02171,2026-07-20 09:33:00,证券时报网,http://finance.eastmoney.com/a/202607203812159352.html
02171,02171,86家港股公司回购 极兔速递-W回购3918.11万港元,1671.97 09959 联易融科技-W 115.00 195.98 1.710 1.670 4503.44 02517 锅圈 105.00 191.37 1.850 1.790 20778.17 02869 绿城服务 47.60 189.24 4.000 3.940 6751.66 02171,2026-07-14 09:04:00,证券时报网,http://finance.eastmoney.com/a/202607143804719145.html
02171,02171,84家港股公司回购 快手-W回购1.99亿港元,02590 极智嘉-W 40.00 468.98 11.990 11.500 4919.98 06090 不同集团 17.30 462.29 27.160 26.180 7594.56 09690 途虎-W 33.88 441.24 13.200 12.880 3471.36 02171,2026-07-08 09:31:00,证券时报网,http://finance.eastmoney.com/a/202607083797694819.html
02171,02171,科济药业-B拟回购不超过5%公司股份,6月26日，科济药业-B（02171）发布公告，公司于2026年5月22日的股东周年大会上获得批准，授权最多可回购已发行股份总数的10%，即最多5710万股。,2026-06-26 13:28:00,财中社,http://finance.eastmoney.com/a/202606263784596911.html
02171,02171,多家港股公司现身医保目录 恒生生物科技大涨6.66%,据不完全统计，百济神州（06160.HK）、信达生物（01801.HK）、科济药业（02171.HK）、中国生物制药（01177.HK）、翰森制药（03692.HK）、科伦博泰生物（06990.HK）、荣昌生物（09995.HK） 等港股创新药企均有参与。,2026-06-29 22:27:00,21世纪经济报道,http://finance.eastmoney.com/a/202606293787035498.html
02171,02171,2026年医保目录初审名单公示：两款百万抗癌药CAR-T入围，多款明星药在列,继去年CAR-T产品泽沃基奥仑赛注射液纳入商保后，科济药业（02171.HK）的又一款CAR-T疗法舒瑞基奥仑赛注射液也通过了今年商保目录初审，走的是首次开展的“预申报”制度。,2026-06-30 19:03:43,红星资本局,http://finance.eastmoney.com/a/202606303788506176.html
02171,02171,科济药业：自研CAR-T细胞治疗产品恺力美获批上市,6月22日，科济药业（02171）发布公告，国家药品监督管理局批准公司自主研发的Claudin18.2自体人源化CAR-T细胞治疗产品恺力美®（舒瑞基奥仑赛注射液）的新药上市申请。,2026-06-22 16:53:00,财中社,http://finance.eastmoney.com/a/202606223778072646.html
02171,02171,十二年熬出一款全球首创，对话科济药业李宗海：最担心患者用不起，未来all in通用和体内CAR-T,得知消息那一刻，科济药业（02171.HK）联合创始人、董事长兼CEO李宗海心里悬着的大石头终于落了地。他在接受时代财经专访时坦言，“获批总归是好事，因为确实有很多病人在等待，有的病人也等得比较着急。” “不过，都过去了，往前看。”,2026-07-09 14:21:00,时代财经,http://finance.eastmoney.com/a/202607093799923947.html
02171,02171,港股公告精选｜维珍妮预计上一财年盈利增超四成 中国飞机租赁拟购买16架飞机,科济药业-B02171.HK)：国家药监局批准Claudin18.2 CAR-T细胞治疗产品恺力美® 新药上市申请。 康哲药业(00867.HK)：1类新药重组全人源抗狂犬病病毒双特异性抗体斯乐韦米单抗注射液中国上市许可申请获批。,2026-06-22 20:53:00,财联社,http://finance.eastmoney.com/a/202606223778315545.html
