query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
01961,01961,多牛科技：股票继续暂停买卖,南财智讯7月7日电，多牛科技（01961.HK）公告，公司股份自2026年4月1日上午九时正起暂停买卖，并将继续暂停买卖直至另行通知。,2026-07-07 16:48:00,南方财经网,http://finance.eastmoney.com/a/202607073796752567.html
01961,01961,多牛科技跌超70% 创历史新低,每经AI快讯，继昨日大跌50%后，多牛科技01961.HK)今早开盘继续走低，午后跌超70%，低见0.072港元，创历史新低。截至发稿，多牛科技跌70.8%，报0.073港元，成交额1246.37万港元。,2026-03-31 14:21:15,每日经济新闻,http://finance.eastmoney.com/a/202603313690276910.html
01961,01961,港股多牛科技重挫近50%,每经AI快讯，3月30日，多牛科技01961.HK)重挫近50%，截至发稿跌49.06%，报0.27港元，成交额368.49万港元。,2026-03-30 14:54:59,每日经济新闻,http://finance.eastmoney.com/a/202603303688632045.html
01961,01961,港股收盘 | 三大指数表现不一 建材和商业航天股强势领涨,传言扰动致情绪波动业内澄清增强市场理性 截至收盘，多牛科技01961.HK)跌6.78%、腾讯控股(00700.HK)跌2.92%、哔哩哔哩-W(09626.HK)跌2.54%。,2026-02-03 16:55:27,财联社,http://finance.eastmoney.com/a/202602033640153979.html
