query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02422,02422,润歌互动：子公司签署体育IP共建合作协议，推动体育+AI运营布局,6月10日，润歌互动（02422）发布公告，全资子公司海南润歌网络科技有限公司与独立第三方正式签署体育IP共建合作协议，合力推进体育IP全周期孵化、内容运营及合规商业化运作，合作协议期限1年。,2026-06-10 09:44:00,财中社,http://finance.eastmoney.com/a/202606103766092440.html
02422,02422,润歌互动：2025年亏损7321.3万元,中证智能财讯润歌互动（02422）4月28日披露2025年度报告。,2026-04-29 15:58:55,中国证券报·中证网,http://finance.eastmoney.com/a/202604293724399244.html
02422,02422,润歌互动2025年亏损7321万元 营收增105.8%,3月31日，润歌互动（02422）发布截至2025年12月31日止年度的业绩公告。公司全年收益为5.04亿元，同比增长105.8%。毛利为4466万元，较上年减少32.1%。除所得税前亏损为7342万元。本公司拥有者应占年内亏损为7321万元。,2026-03-31 18:29:00,财中社,http://finance.eastmoney.com/a/202603313690571329.html
02422,02422,润歌互动：预计2025年亏损扩大至不少于6840万元,3月23日，润歌互动（02422）发布公告，公司预计2025年归母净亏损不少于6840万元，较2024年同期亏损3930万元增加74%；预计经调整净亏损不少于4980万元，较2024年同期亏损约2790万元增加78.5%。,2026-03-23 16:49:00,财中社,http://finance.eastmoney.com/a/202603233680971079.html
02422,02422,受多企业削减营销预算冲击，润歌互动预计去年再度亏损，公司称将发展AI数字彩票等,2024年转亏后的润歌互动（02422）日前披露盈利警告，预计2025年再度亏损，且亏损额扩大。随着近两年众多企业纷纷削减营销预算，公司业绩也持续承压。,2026-03-24 09:46:38,深圳商报·读创,http://finance.eastmoney.com/a/202603243682083552.html
