query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02477,02477,261只港股获南向资金大比例持有,金融业 01877 君实生物 15258.80 58.61 18.580 0.32 医疗保健业 00811 新华文轩 25493.00 57.68 10.040 2.66 非必需性消费 02473 喜相逢集团 107013.75 57.64 0.445 0.00 非必需性消费 02477,2026-07-30 09:15:00,证券时报网,http://finance.eastmoney.com/a/202607303825997710.html
02477,02477,南向资金高比例持有港股名单,18.000 0.00 01375 中州证券 70182.30 58.70 1.700 -0.58 金融业 01877 君实生物 15262.68 58.62 18.520 -2.01 医疗保健业 02631 天岳先进 3217.28 58.58 55.750 -11.01 资讯科技业 02477,2026-07-29 09:36:00,证券时报网,http://finance.eastmoney.com/a/202607293824728966.html
02477,02477,257只港股获南向资金大比例持有,18.000 0.17 01375 中州证券 70032.80 58.57 1.710 0.59 金融业 01877 君实生物 15233.78 58.52 18.900 2.77 医疗保健业 02473 喜相逢集团 107652.75 57.98 0.450 1.12 非必需性消费 02477,2026-07-28 09:43:00,证券时报网,http://finance.eastmoney.com/a/202607283823172217.html
02477,02477,258只港股获南向资金大比例持有,3.150 -3.08 公用事业 03483 易方达高股息 2093.55 59.29 17.970 0.00 01375 中州证券 70118.70 58.65 1.700 -2.86 金融业 01877 君实生物 15265.56 58.64 18.390 -5.11 医疗保健业 02477,2026-07-27 09:43:00,证券时报网,http://finance.eastmoney.com/a/202607273821880639.html
02477,02477,港股经纬天地跌超14%创历史新低,7月16日，经纬天地02477.HK)跌超14%，触及0.203港元创历史新低。截至发稿，经纬天地跌14.29%，报0.204港元，成交额2.08亿港元。,2026-07-16 14:37:44,每日经济新闻,http://finance.eastmoney.com/a/202607163808968274.html
02477,02477,258只港股获南向资金大比例持有,1.74 金融业 02473 喜相逢集团 107744.25 58.03 0.475 0.00 非必需性消费 00811 新华文轩 25539.50 57.78 9.380 -0.21 非必需性消费 06886 HTSC 99225.28 57.71 17.310 0.76 金融业 02477,2026-07-24 09:14:00,证券时报网,http://finance.eastmoney.com/a/202607243819836121.html
02477,02477,南向资金高比例持有港股名单,0.31 公用事业 02196 复星医药 32904.35 59.60 16.460 -0.06 医疗保健业 02473 喜相逢集团 110523.25 59.53 0.475 -3.06 非必需性消费 03483 易方达高股息 2085.56 59.07 17.750 0.57 02477,2026-07-23 09:07:00,证券时报网,http://finance.eastmoney.com/a/202607233818193619.html
02477,02477,260只港股获南向资金大比例持有,0.490 -2.00 非必需性消费 01877 君实生物 15444.80 59.32 19.590 2.83 医疗保健业 03483 易方达高股息 2084.66 59.04 17.650 -0.28 01375 中州证券 70486.60 58.96 1.730 1.17 金融业 02477,2026-07-22 08:54:00,证券时报网,http://finance.eastmoney.com/a/202607223816438195.html
02477,02477,南向资金高比例持有港股名单,7.35 工业 01528 红星美凯龙 40933.27 55.21 1.050 -0.94 地产建筑业 02473 喜相逢集团 102416.50 55.16 0.500 -7.41 非必需性消费 01776 广发证券 105204.34 54.76 16.970 1.31 金融业 02477,2026-07-21 09:38:00,证券时报网,http://finance.eastmoney.com/a/202607213814389051.html
02477,02477,经纬天地：拟每股0.24港元配售7.96亿股，占已发行股份19.9%,"南财智讯7月13日电，经纬天地（02477.HK）公告，出售股东恒峰国际控股有限公司拟以每股0.24港元的价格配售796,000,000股现有股份，占公司已发行股份约19.9%；配售价较配售协议日期收市价0.26港元折让约7.69%，较此前五个交易日平均收市价0.29港元折让约17.24%",2026-07-13 18:46:00,南方财经网,http://finance.eastmoney.com/a/202607133803960931.html
