query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02536,02536,港股收盘 | 科技指数单日下挫超3% 部分黄金股暴跌逾12%,部分博彩股逆势走强 截至收盘，亚博科技控股(08279.HK)涨8.79%、金沙中国(01928.HK)涨4.05%、百乐皇宫02536.HK)涨1.38%。,2026-02-02 16:39:38,财联社,http://finance.eastmoney.com/a/202602023638703252.html
