query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02155,02155,森松国际上市五周年：“投资于人的一分钟，是最有价值的一分钟”,森松国际（02155.HK）行政总裁西松江英案头上的这句话，是所有森松国际员工熟知的一句话，或许也是森松这家从只有十几个人的小企业，在30多年时间里，成长为全球工程制造行业“排头兵”的生动注脚。 2026年6月28日，森松国际将迎来港股上市五周年纪念日。,2026-06-26 11:45:00,证券时报网,http://finance.eastmoney.com/a/202606263784534415.html
02155,02155,港股森松国际绩后大跌逾16%,每经AI快讯，3月24日，森松国际02155.HK)绩后大跌逾16%，截至发稿跌16.16%，报6.33港元，成交额5250.97万港元。,2026-03-24 10:15:06,每日经济新闻,http://finance.eastmoney.com/a/202603243682138976.html
02155,02155,森松国际：7月27日派发股息0.2港元/股,南财智讯3月23日电，森松国际（02155.HK）公告，公司宣布截至2025年12月31日止年度之末期股息，每股派发0.2港元，股息派发日为2026年7月27日；除净日为2026年7月9日，记录日期为2026年7月14日。,2026-03-23 17:36:00,南方财经网,http://finance.eastmoney.com/a/202603233681045938.html
02155,02155,森松国际：2025年净利润同比减少20.0%,南财智讯3月23日电，森松国际（02155.HK）公告，截至2025年12月31日止年度，公司总收入为69.55亿元人民币，同比增长0.1%；年内本公司拥有人应占溢利为5.84亿元人民币，同比减少20.0%；每股基本盈利为0.49元人民币。,2026-03-23 17:35:00,南方财经网,http://finance.eastmoney.com/a/202603233681044728.html
02155,02155,森松国际：2025净利润降至5.84亿元 净利润率下降2.1%,3月23日，森松国际（02155）发布截至2025年12月31日止年度的业绩公告。公司收益为69.55亿元，较2024年增长0.1%。毛利润下降至18.17亿元，毛利率为26.1%，较去年下降3.4%。净利润为5.84亿元，净利润率为8.4%，同比下降2.1%。,2026-03-23 17:44:00,财中社,http://finance.eastmoney.com/a/202603233681048787.html
02155,02155,森松国际：2025年新签订单超85亿元,上证报中国证券网讯（记者高志刚）3月23日，港股上市公司森松国际（02155.HK）发布2025年年度业绩报告。报告期内，公司实现收益69.55亿元，同比微增0.1%；净利润为5.84亿元，净利率8.4%，同比下降2.1个百分点。,2026-03-25 11:35:00,上海证券报·中国证券网,http://finance.eastmoney.com/a/202603253683810696.html
02155,02155,港股公告精选｜药明康德2025年净赚约192亿元 康师傅控股年度盈利同比增约两成,森松国际02155.HK)：2025年收入69.55亿元人民币，同比增加0.09%；净利润5.84亿元，同比减少19.95%。期内制药和生物制药以及日化行业收益有较大增长。,2026-03-23 20:24:00,财联社,http://finance.eastmoney.com/a/202603233681156764.html
02155,02155,港股收盘 | 科技指数领跌三大指数 算力相关个股逆市走强,机械股多数走强森松国际涨超5% 截至收盘，森松国际02155.HK)涨5.24%、三一国际(00631.HK)涨3.015%、中联重科(01157.HK)涨2.31%。 消息面上，据中国工程机械工业协会数据，2026年1月销售各类挖掘机18708台，同比增长49.5%。,2026-02-12 16:43:42,财联社,http://finance.eastmoney.com/a/202602123649211285.html
