query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
09869,09869,海伦司：徐炳忠卸任行政总裁，王浩与贺大庆接任,6月28日，海伦司（09869）发布公告，自2026年6月26日起，徐炳忠已卸任行政总裁，将继续担任公司执行董事、董事会主席、提名委员会主席及薪酬委员会成员。王浩及执行董事贺大庆已获委任为公司联席行政总裁，均自2026年6月26日起生效。,2026-06-28 18:42:00,财中社,http://finance.eastmoney.com/a/202606283785587342.html
09869,09869,海伦司商标保卫战失利：3个中文商标被判无效，英文商标仍撑场,6月25日，海伦司（09869）发布公告，公司间接全资附属公司深圳市海伦司品牌管理有限公司所拥有中文商标“海伦司”“海伦司小酒馆”“海伦司越大排档”涉法律纠纷。,2026-06-25 17:20:00,财中社,http://finance.eastmoney.com/a/202606253783152398.html
09869,09869,海伦司三个中文商标被判无效，线下门店尚在使用，创始人已卸任行政总裁,红星资本局6月30日消息，“小酒馆第一股”海伦司（09869.HK）未能保住其中文名。 近日，海伦司发布公告宣布“海伦司”“海伦司小酒馆”及“海伦司越大排挡”三个中文商标被法院判定无效，依据为海伦司一方的商标，与第三方已经注册和初步审定的商标相同或近似。,2026-06-30 17:50:18,红星资本局,http://finance.eastmoney.com/a/202606303788455269.html
09869,09869,海伦司：商标无效纠纷终审败诉,南财智讯6月25日电，海伦司（09869.HK）发布自愿公告，公司间接全资附属公司深圳市海伦司品牌管理有限公司所拥有的中文商标“海伦司”“海伦司小酒馆”及“海伦司越大排档”因被第三方提起无效宣告申请，经国家知识产权局裁定无效；深圳海伦司向北京知识产权法院提起诉讼并获行政判决撤销该裁定,2026-06-25 18:07:00,南方财经网,http://finance.eastmoney.com/a/202606253783196713.html
09869,09869,时代锐评｜海伦司商标失守背后：网红品牌狂飙欠的账，终要靠基本功偿还,近期，“小酒馆第一股”海伦司（09869.HK）公告称，北京市高院终审落槌，“海伦司”“海伦司小酒馆”“海伦司越大排档”三个核心中文商标被裁定无效。 这意味着，与若干第三方打了三年的商标官司，或将以海伦司败诉收尾，海伦司很可能要失去中文名了。,2026-06-30 17:37:15,时代周报,http://finance.eastmoney.com/a/202606303788445228.html
09869,09869,2个月股价翻倍后，海伦司小酒馆丢了“中文名”,随着2025年业绩有所改善，“小酒馆第一股”海伦司（09869.HK）近两个多月迎来一波行情，股价累计上涨超一倍。但6月25日晚，海伦司发布公告称，其三个中文商标被判无效。在业内专家看来，短期内影响有限，但长期影响仍待观察。,2026-06-26 12:19:48,第一财经,http://finance.eastmoney.com/a/202606263784550567.html
09869,09869,“海伦司”或即将打烊：海伦司商标保卫战失利背后，营收四连降、市值大缩水,北京高院的判决，像一记闷棍敲在了海伦司09869.HK)的招牌上。 6月25日晚，海伦司发布公告称，公司间接全资附属公司深圳市海伦司品牌管理有限公司所拥有中文商标“海伦司”“海伦司小酒馆”“海伦司越大排档”涉法律纠纷。,2026-06-28 13:06:27,深圳商报·读创,http://finance.eastmoney.com/a/202606283785523925.html
09869,09869,“痛失名字”的海伦司，在收缩中寻找确定性,2026年6月底，一份两页的公告，把“小酒馆第一股”海伦司（09869.HK）重新拉回了公众视野。 根据公告，海伦司的3个核心中文商标——“海伦司”“海伦司小酒馆”“海伦司越大排档”因与第三方在先商标近似，被北京市高级人民法院终审判决无效。,2026-06-30 21:11:50,红星资本局,http://finance.eastmoney.com/a/202606303788611829.html
09869,09869,金宝通2026财年净利润同比减少77.5%丨港股公告精选,海伦司：商标无效纠纷终审败诉 海伦司（09869.HK）发布自愿公告，公司间接全资附属公司深圳市海伦司品牌管理有限公司所拥有的中文商标“海伦司”“海伦司小酒馆”及“海伦司越大排档”因被第三方提起无效宣告申请，经国家知识产权局裁定无效；深圳海伦司向北京知识产权法院提起诉讼并获行政判决撤销该裁定,2026-06-25 21:31:00,21世纪经济报道,http://finance.eastmoney.com/a/202606253783337148.html
09869,09869,海信“当裁判” 华帝送青瓷：A股公司掘金世界杯,海底捞（06862.HK）、锅圈（02517.HK）、海伦司（09869.HK）等夜宵餐饮及清晨“早场”驱动的茶饮、咖啡门店有望承接线下客流，而具备休息和住宿功能的酒店影音房、居家观赛的外卖伴赛，正成为新的需求承载点。,2026-06-11 13:58:24,财联社,http://finance.eastmoney.com/a/202606113768175136.html
