query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02625,02625,江苏宏信：拟出售海科宏信18%股权 作价2500万元,南财智讯7月17日电，江苏宏信（02625.HK）发布须予披露交易公告，公司于2026年7月17日与海科创展订立买卖协议，拟出售所持海科宏信约18%股权，作价人民币2500万元；同日，公司与海科创展、海科宏信订立终止协议，终止此前拟向海科宏信增资人民币5320.85万元的计划；此外,2026-07-17 17:52:27,南方财经网,http://finance.eastmoney.com/a/202607173811132656.html
02625,02625,江苏宏信拟2500万元出售海科宏信18%股权，同步终止5321万元增资,7月17日，江苏宏信（02625）发布公告，公司拟向海科创展出售海科宏信约18%股权，交易金额达2500万元。 同时，公司、海科创展与海科宏信签订终止协议，公司已终止向海科宏信进行5321万元增资。,2026-07-17 18:18:00,财中社,http://finance.eastmoney.com/a/202607173811158544.html
02625,02625,海科宏信上半年亏损+AI业务不理想，江苏宏信拟2500万元卖掉全部持股，增资事项一并终止,7月17日，江苏宏信（02625.HK）发布公告，公司拟向海科创展出售海科宏信约18%股权，交易金额达2500万元。同时，公司、海科创展与海科宏信订立终止协议，公司终止向海科宏信进行5320.85万元的增资。 江苏宏信表示，交易完成后，公司将不再持有海科宏信任何股权。,2026-07-18 16:13:36,深圳商报·读创,http://finance.eastmoney.com/a/202607183811721694.html
02625,02625,港股公告精选｜顺丰控股6月业务收入近280亿元 中铝国际上半年新签合同额增约一成,江苏宏信02625.HK)：拟出售海科宏信约18%股权，代价为人民币2500万元。 滨化股份(06745.HK)：拟规划建设25万吨/年特种橡胶一体化项目。,2026-07-17 21:00:00,财联社,http://finance.eastmoney.com/a/202607173811304937.html
02625,02625,江苏宏信：2025年净利润同比减少13.0%,南财智讯4月17日电，江苏宏信（02625.HK）公告，截至2025年12月31日止年度，公司总收入为人民币15.44亿元，同比增长14.3%；年内溢利为人民币3823.80万元，同比减少13.0%；每股基本盈利为人民币0.18元。,2026-04-17 22:55:00,南方财经网,http://finance.eastmoney.com/a/202604173709356428.html
02625,02625,江苏宏信：2025年净利润3662.8万元 同比下降14.26%,中证智能财讯江苏宏信（02625）4月17日披露2025年度报告。报告期内，公司实现营业收入15.44亿元，同比增长14.29%；归母净利润3662.8万元，同比下降14.26%；据报告显示，江苏宏信基本每股收益为0.18元，平均净资产收益率为5.95%。,2026-04-18 11:44:26,中国证券报·中证网,http://finance.eastmoney.com/a/202604183709684210.html
02625,02625,江苏宏信：2025年净利润同比减少13.0%,南财智讯3月20日电，江苏宏信（02625.HK）公告，截至2025年12月31日止年度，公司总收入为15.44亿元人民币，同比增长14.3%；年内溢利为3823.80万元人民币，同比减少13.0%；每股基本盈利为0.18元人民币。,2026-03-20 21:46:00,南方财经网,http://finance.eastmoney.com/a/202603203679220960.html
