query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02513,02513,港股人工智能相关个股走强 明略科技涨近9%,截至发稿，明略科技(02718.HK)涨8.70%，德适-B(02526.HK)涨3.52%，智谱02513.HK)涨1.45%。,2026-07-30 09:23:12,财联社,http://finance.eastmoney.com/a/202607303826007765.html
02513,02513,港股通（深）净卖出10.40亿港元,（数据宝） 7月31日港股通成交活跃股 代码 简称 类型 成交金额（万港元） 成交净买入（万港元） 日涨跌幅（%） 02513 智谱 港股通(沪) 834125.53 65314.23 14.56 09988 阿里巴巴-W 港股通(沪) 566293.79 88245.35 4.65,2026-07-31 20:16:00,证券时报网,http://finance.eastmoney.com/a/202607313828651642.html
02513,02513,3只个股获南向资金连续净买入,（数据宝） 南向资金今日净买入个股 证券代码 证券简称 07.31净买入（亿港元） 连续净买入天数 当日收盘价（港元） 涨跌幅（%） 02513 智谱 5.75 10 987.500 14.56 00700 腾讯控股 7.95 3 475.200 0.72 03986 兆易创新,2026-07-31 20:17:00,证券时报网,http://finance.eastmoney.com/a/202607313828560262.html
02513,02513,南向资金追踪｜7月净流入约629亿港元 大举回流资讯科技业抛售硬件板块,个股方面，近一月南向资金： 大幅净买入：智谱02513.HK)296.15亿港元；阿里巴巴-W(09988.HK)73.85亿港元；网易(09999.HK)58.07亿港元：兆易创新(03986.HK)52.35亿港元。,2026-07-31 19:29:04,财联社,http://finance.eastmoney.com/a/202607313828510963.html
02513,02513,港股通连续净买入股名单,南向资金今日净买入个股 证券代码 证券简称 07.30净买入（亿港元） 连续净买入天数 当日收盘价（港元） 涨跌幅（%） 02513 智谱 0.69 9 862.000 -16.55 00700 腾讯控股 10.12 2 471.800 1.16 03986 兆易创新 3.81 2,2026-07-30 21:25:00,证券时报网,http://finance.eastmoney.com/a/202607303827010354.html
02513,02513,港股存储概念股走弱 兆易创新跌超8%,截至发稿，兆易创新(03986.HK)跌8.15%，剑桥科技(06166.HK)跌5.95%，智谱02513.HK)跌5.54%，MINIMAX-W(00100.HK)跌5.05%。,2026-07-28 09:26:13,东方财富Choice数据,http://finance.eastmoney.com/a/202607283822982673.html
02513,02513,港股通（深）净卖出50.77亿港元,7月30日港股通成交活跃股 代码 简称 类型 成交金额（万港元） 成交净买入（万港元） 日涨跌幅（%） 02513 智谱 港股通(沪) 552127.42 -5231.86 -16.55 00700 腾讯控股 港股通(沪) 450640.07 44365.06 1.16 03986,2026-07-30 21:25:00,证券时报网,http://finance.eastmoney.com/a/202607303827012691.html
02513,02513,港股恒生指数盘中转跌，此前一度涨近1%,7月28日，港股恒生指数盘中转跌，此前一度涨近1%，恒生科技指数涨幅快速收窄至0.1%，老铺黄金(06181.HK)跌超20%，智谱02513.HK)跌超18.5%，MiniMax(00100.HK)跌超11.3%，华虹宏力(01347.HK)跌近7%。,2026-07-28 10:49:38,每日经济新闻,http://finance.eastmoney.com/a/202607283823268689.html
02513,02513,港股人工智能股走强 智谱涨超7%,截至发稿，智谱02513.HK)涨7.03%，微创机器人-B(02252.HK)涨6.03%，明略科技-W(02718.HK)涨4.58%。,2026-07-27 10:52:25,财联社,http://finance.eastmoney.com/a/202607273821854734.html
02513,02513,港股通（沪）净卖出40.93亿港元,日涨跌幅（%） 00700 腾讯控股 港股通(沪) 521226.54 9764.47 4.29 01810 小米集团-W 港股通(沪) 514275.12 -153459.87 8.95 00981 中芯国际 港股通(沪) 513432.36 -76914.84 -2.75 02513,2026-07-29 20:18:00,证券时报网,http://finance.eastmoney.com/a/202607293825296163.html
