query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
09660,09660,地平线机器人完成发行零息可转换债券，净筹约4.46亿美元,7月29日，地平线机器人（09660）发布公告，公司完成发行2027年到期的4.5亿美元零息可转换债券。 发行债券的所得款项净额约为4.46亿美元，预计债券将于2026年7月30日或前后，在由维也纳证券交易所营运的Vienna MTF开始买卖。,2026-07-29 18:01:00,财中社,http://finance.eastmoney.com/a/202607293825198979.html
09660,09660,高盛：维持地平线机器人买入评级 目标价13.14港元,高盛发布关于地平线机器人-W（09660.HK）的研报，维持“买入”评级，目标价13.14港元。,2026-07-29 13:27:10,科创板日报,http://finance.eastmoney.com/a/202607293824967523.html
09660,09660,港股智能驾驶概念股走强 地平线机器人涨超6%,截至发稿，地平线机器人-W09660.HK)涨6.28%，禾赛-W(02525.HK)涨5.08%，曹操出行(02646.HK)涨3.63%。,2026-07-28 09:47:00,东方财富Choice数据,http://finance.eastmoney.com/a/202607283823142815.html
09660,09660,双重利好提振港股智能驾驶概念股 地平线机器人大涨超6%,截至发稿，地平线机器人-W09660.HK)涨6.28%，禾赛-W(02525.HK)涨3.28%，文远知行-W(00800.HK)涨2.94%，曹操出行(02643.HK)涨2.76%。 花旗在最新的研究报告中指出，中国已重新开始发放自动驾驶出租车许可证。,2026-07-28 10:25:00,财联社,http://finance.eastmoney.com/a/202607283823227631.html
09660,09660,港股评级汇总：华泰证券维持渣打集团增持评级,浙商证券：维持地平线机器人 -W 买入评级 浙商证券就地平线机器人-W09660.HK) 发布研报称，提前落地大众可转换借款锁定持股比例，消除低价转股摊薄风险，股权结构更趋稳定。,2026-07-30 15:11:00,财联社,http://finance.eastmoney.com/a/202607303826650871.html
09660,09660,地平线机器人拟发行4.5亿美元零息可转债，转股价溢价约16.8%,7月23日，地平线机器人（09660）发布公告，公司计划发行4.5亿美元零息可转换债券，到期日为2027年7月27日或前后。 初步转换价为每股B类股份5.55港元，较2026年7月22日香港联交所所报收市价每股B类股份4.75港元溢价约16.8%。,2026-07-23 09:28:00,财中社,http://finance.eastmoney.com/a/202607233818264415.html
09660,09660,地平线机器人：拟发行4.5亿美元零息可转债,7月22日，地平线机器人（09660）发布公告，董事会宣布建议发行可换股债券，金额为4.5亿美元，票息为零，预计到期日为2027年7月27日或前后。,2026-07-22 19:50:00,财中社,http://finance.eastmoney.com/a/202607223817501590.html
09660,09660,港股评级汇总：光大证券维持地平线机器人买入评级,财联社7月24日讯以下为各家机构对港股的最新评级和目标价： 光大证券：维持地平线机器人-W 买入评级 光大证券就地平线机器人-W09660.HK) 发布研报称，26H1 业绩预告显示营收高速增长，产品解决方案市场份额稳步提升。,2026-07-24 15:11:00,财联社,http://finance.eastmoney.com/a/202607243820428464.html
09660,09660,地平线机器人预计2026年上半年期内利润35亿元-40亿元 同比扭亏为盈,7月21日，地平线机器人（09660）发布公告，预计2026年上半年期内利润为35亿元-40亿元，去年同期为亏损52.33亿元，同比扭亏为盈。 预期本集团截至2026年6月30日止六个月的持续经营业务收入增加，主要得益于两大收入板块的共同驱动。,2026-07-21 12:25:00,财中社,http://finance.eastmoney.com/a/202607213815246643.html
09660,09660,地平线机器人：13.02亿股B类股清偿6.62亿美元本息，另付3.99亿美元赎回转换权,7月22日，地平线机器人（09660）发布公告，公司与CARIAD Estonia AS签订修订协议。据此，公司将提早偿还该可转换借款并赎回CARIAD根据可转换借款协议持有的转换权。,2026-07-22 19:04:00,财中社,http://finance.eastmoney.com/a/202607223817451622.html
