query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
06698,06698,64家港股公司回购 小米集团-W回购4999.83万港元,0.690 0.690 226.28 09960 康圣环球 3.15 3.10 1.000 0.960 92.58 01980 天鸽互动 3.70 2.26 0.610 0.610 71.87 02235 微泰医疗-B 0.19 1.35 7.100 7.090 2128.56 06698,2026-07-22 08:54:00,证券时报网,http://finance.eastmoney.com/a/202607223816431961.html
06698,06698,71家港股公司出手回购（7月20日）,7.000 6.980 2127.21 02489 集海黄金 10.00 6.70 0.670 0.670 37.83 01762 万咖壹联 5.00 4.35 0.870 0.870 1951.44 03638 亨利加集团 0.50 3.75 7.500 7.500 490.31 06698,2026-07-21 09:38:00,证券时报网,http://finance.eastmoney.com/a/202607213814389186.html
06698,06698,61家港股公司出手回购（7月16日）,7.090 6.980 2107.15 01980 天鸽互动 4.20 2.52 0.600 0.600 46.42 09857 柠萌影视 1.00 2.48 2.480 2.480 14.90 06980 八马茶业 0.10 2.09 20.920 20.920 306.65 06698,2026-07-17 09:11:00,证券时报网,http://finance.eastmoney.com/a/202607173809876387.html
06698,06698,7月15日港股回购一览,1.390 1.350 4469.04 09857 柠萌影视 2.61 6.35 2.480 2.400 12.42 06996 德琪医药-B 1.40 6.17 4.410 4.410 255.54 02416 易点云 1.80 5.72 3.180 3.180 8242.66 06698,2026-07-16 09:08:00,证券时报网,http://finance.eastmoney.com/a/202607163808323712.html
06698,06698,84家港股公司回购 极兔速递-W回购3916.37万港元,0.950 0.930 60.18 03638 亨利加集团 0.50 3.80 7.600 7.600 478.96 00418 方正控股 4.00 2.76 0.690 0.690 206.31 02235 微泰医疗-B 0.35 2.49 7.150 7.000 2078.94 06698,2026-07-15 09:07:00,证券时报网,http://finance.eastmoney.com/a/202607153806676355.html
06698,06698,86家港股公司回购 极兔速递-W回购3918.11万港元,1.260 6137.93 00711 亚洲联合基建控股 47.80 21.26 0.450 0.440 256.89 03650 KEEP 10.00 19.12 2.010 1.850 4102.06 00546 阜丰集团 4.00 18.82 4.730 4.690 250.26 06698,2026-07-14 09:04:00,证券时报网,http://finance.eastmoney.com/a/202607143804719145.html
06698,06698,7月10日港股回购一览,6.250 6.130 178.16 01945 清科控股 3.68 5.91 1.630 1.590 802.18 06998 亿腾嘉和 2.30 4.37 1.910 1.870 7001.04 00869 彩星玩具 9.20 4.23 0.460 0.460 2115.58 06698,2026-07-13 09:25:00,证券时报网,http://finance.eastmoney.com/a/202607133802801777.html
06698,06698,96家港股公司回购 腾讯控股回购5.01亿港元,0.430 0.420 223.37 02408 遇见小面 2.95 10.32 3.500 3.490 7909.65 01945 清科控股 5.84 9.15 1.600 1.550 796.27 00314 思派健康 5.38 7.50 1.430 1.360 4415.85 06698,2026-07-10 09:04:00,证券时报网,http://finance.eastmoney.com/a/202607103800876317.html
06698,06698,92家港股公司回购 斥资10.66亿港元,0.850 0.850 245.60 06868 天福 0.30 0.81 2.690 2.680 84.79 01897 美亨实业 1.20 0.53 0.445 0.445 80.48 00366 陆氏集团(越南) 0.60 0.47 0.790 0.790 107.75 06698,2026-06-30 09:08:00,证券时报网,http://finance.eastmoney.com/a/202606303787507741.html
06698,06698,106家港股公司回购 腾讯控股回购5.01亿港元,6.39 0.900 0.900 141.78 00103 首佳科技 2.50 4.85 1.980 1.920 458.82 01945 清科控股 2.04 3.47 1.760 1.510 722.81 09960 康圣环球 1.55 1.49 0.970 0.960 27.53 06698,2026-06-29 08:58:00,证券时报网,http://finance.eastmoney.com/a/202606293785695121.html
