query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02097,02097,2028年茶饮市场规模或突破5700亿元 沪上阿姨受业绩预期提振涨近4%,截至发稿，蜜雪集团02097.HK)涨6.49%，沪上阿姨(02589.HK)涨3.81%，古茗(01364.HK)涨3.52%，茶百道(02555.HK)涨2.81%。,2026-07-29 11:02:00,财联社,http://finance.eastmoney.com/a/202607293824892665.html
02097,02097,港股收盘 | 科技指数领涨市场 存储及光通信股承压回调,新消费相关个股反弹蜜雪集团涨近16% 截至收盘，布鲁克(00325.HK)涨15.93%，蜜雪集团02097.HK)涨7.71%，卫龙美味(09985.HK)涨7.43%。,2026-07-29 16:26:00,财联社,http://finance.eastmoney.com/a/202607293825124869.html
02097,02097,港股收盘 | 三大指数走势分歧 AI产业链概念股领涨,茶饮股集体走低蜜雪集团跌幅居前 截至收盘，蜜雪集团02097.HK)跌4.85%，古茗(01364.HK)跌3.55%，奈雪的茶(02150.HK)跌2.74%。 消息方面，茶饮股受资金风格影响，多数个股走弱，其中蜜雪集团领跌。,2026-07-21 16:25:00,财联社,http://finance.eastmoney.com/a/202607213815575385.html
02097,02097,幸运咖“踩刹车”：从5年复制一个蜜雪冰城，到新店严格控制不超2000家,红星资本局7月23日消息，继2025年突破万店规模后，蜜雪集团（02097.HK）旗下现磨咖啡品牌幸运咖近日发布致加盟商的一封信，明确2026年全年新增门店将严格控制在2000个以内，下半年控制在1000个以内，同时，将战略重心全面向地级市及以上城市的核心商业街、高潜力商圈倾斜。,2026-07-23 18:39:46,红星资本局,http://finance.eastmoney.com/a/202607233819068728.html
02097,02097,股价年内接近腰斩，香港门店收缩，蜜雪集团出海不行了？,2026年以来，港股上市茶饮企业蜜雪集团（02097.HK）股价持续震荡下行，屡次刷新阶段新低。7月7日，公司股价盘中最低触及208元，市值较年内高点大幅缩水，年内股价接近腰斩。股价持续走弱的同时，蜜雪冰城香港门店密集关停，出海扩张节奏显著放缓。,2026-07-07 16:16:52,深圳商报·读创,http://finance.eastmoney.com/a/202607073796738061.html
02097,02097,海辰药业：注射用醋酸西曲瑞克获药品注册证书,该药品属于化学药品4类，注册证书编号为2026S02097，药品批准文号为国药准字H20264796，主要适用于辅助生育技术中的控制性卵巢刺激，可防止提前排卵。 2026年一季度，海辰药业实现收入1.60亿元，归母净利润1736万元。,2026-06-23 15:56:00,财中社,http://finance.eastmoney.com/a/202606233779692941.html
02097,02097,清华CEO张渊“百日新政”：投超30亿谋转型，蜜雪冰城市值跌没逾470亿港元,从创始人张红甫手中接过帅印不到100天，90后CEO张渊便开启了蜜雪集团（02097，下称“蜜雪冰城”）成立以来又一轮调整。 一边投入20亿元升级冷链等，蜜雪冰城旗下茶饮转向鲜果、鲜奶；一边豪掷15亿元成为一只基金最大出资人，押注大消费产业。,2026-07-01 11:23:00,财中社,http://finance.eastmoney.com/a/202607013789924289.html
02097,02097,港股评级汇总：国海证券维持MINIMAX买入评级,中银国际证券：维持蜜雪集团增持评级 中银国际证券就蜜雪集团 02097.HK) 发布研报称，作为现制茶饮第一品牌，下沉市场优势稳固，全球门店规模领先。幸运咖与海外扩张构建多增长点，供应链与加盟商生态构筑深厚壁垒，现象级 IP“雪王”持续增强品牌影响力。,2026-06-18 15:07:36,财联社,http://finance.eastmoney.com/a/202606183776095152.html
02097,02097,溜溜梅上市首日股价暴涨193.7%，被指或有游资炒作，长期增长待考,其上市首日涨幅超过了此前的蜜雪集团（43% 02097.HK）和鸣鸣很忙（69%，01768.HK），远超市场预期，甚至引来社交媒体投资者玩梗，称其简写“LLM”与LargeLanguage Model（大语言模型）相同，蹭上了科技股的热度。,2026-06-15 19:23:37,第一财经,http://finance.eastmoney.com/a/202606153771718082.html
02097,02097,蜜雪冰城清华CEO豪掷15亿牵手北大团队：25%净利润投向哪里,企查查信息显示，日前，蜜雪集团（02097）出资15亿元，成为深圳前海华夏投兴旺科创基金的最大出资人，持股比例高达98.68%。 这家有限合伙的执行事务合伙人是深圳前海兴旺投资管理有限公司（下称“兴旺投资”）。,2026-06-12 15:51:00,财中社,http://finance.eastmoney.com/a/202606123769905435.html
