query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
02489,02489,71家港股公司出手回购（7月20日）,0.720 223.10 02373 美丽田园医疗健康 0.45 8.15 18.140 18.000 4760.00 09960 康圣环球 8.10 8.02 1.010 0.980 89.49 02235 微泰医疗-B 1.07 7.49 7.000 6.980 2127.21 02489,2026-07-21 09:38:00,证券时报网,http://finance.eastmoney.com/a/202607213814389186.html
02489,02489,87家港股公司回购 小米集团-W回购1.02亿港元,0.690 1151.95 02291 心泰医疗 4.00 43.93 11.050 10.810 2006.48 06998 亿腾嘉和 20.00 37.92 2.030 1.850 7162.33 01995 永升服务 20.00 34.90 1.760 1.730 3138.62 02489,2026-07-20 09:33:00,证券时报网,http://finance.eastmoney.com/a/202607203812159352.html
02489,02489,港股公告精选｜新华保险预计中期净利润超200亿元 中国铝业上半年盈利同比增超五成,2）回购动态 集海黄金02489.HK)：拟动用最多2000万港元进行股份回购。,2026-07-13 21:18:00,财联社,http://finance.eastmoney.com/a/202607133804150812.html
02489,02489,港股收盘｜三大指数震荡分化 AI硬件概念涨幅居前,美伊再起冲突推升通胀风险黄金股集体走弱 截至收盘，灵宝黄金(03330.HK)跌5.52%，山东黄金(01787.HK)、集海黄金02489.HK)分别跌4.69%及4.55%。,2026-07-09 17:09:13,财联社,http://finance.eastmoney.com/a/202607093800098387.html
02489,02489,港股公告精选｜越秀地产年内销售额超500亿元 牧原股份6月商品猪销量同比下滑约一成,集海黄金02489.HK)：拟收购GoldStone Resources Limited合共20.96%的股权，涉足非洲的矿业勘探领域。,2026-07-06 21:06:00,财联社,http://finance.eastmoney.com/a/202607063795396282.html
02489,02489,港股早报｜腾讯减持快手最高套现约16亿美元 隔夜美股半导体板块再度爆发,越秀地产(00123)：前6月累计合同销售505.06亿元，同比下降约17.9%；6月销售额约134.92亿元，同比上升约24.9%； 集海黄金02489：拟收购GoldStone Resources Limited合共20.96%的股权，涉足非洲的矿业勘探领域。,2026-07-07 08:13:00,财联社,http://finance.eastmoney.com/a/202607073795785444.html
02489,02489,多头降低押注！全球黄金ETF持仓承压回落 港股黄金股短线走跌,截至发稿，集海黄金02489.HK)跌超7%，紫金黄金国际(02259.HK)跌近5%，招金矿业(01818.HK)等多只个股跌逾3%。,2026-06-04 15:24:00,财联社,http://finance.eastmoney.com/a/202606043760371832.html
02489,02489,港股公告精选｜美团一季度营收达910亿元 集海黄金首季盈利同比增超30%,集海黄金02489.HK)：一季度收入1.61亿元，同比增加16%；净利润3934.5万元，同比增加32.51%。 比亚迪股份(01211.HK)：前5月累计销量约140.5万辆，累计同比下降20.32%；5月销量383453辆，同比增长约0.26%。,2026-06-01 20:54:00,财联社,http://finance.eastmoney.com/a/202606013756335389.html
02489,02489,港股早报｜特朗普称美伊或于“一周内”达成协议 智谱拟科创板二次上市,集海黄金02489：一季度收入1.61亿元，同比增加16%；净利润3934.5万元，同比增加32.51%。 比亚迪股份(01211)：前5月累计销量约140.5万辆，同比下降20.32%。,2026-06-02 07:48:00,财联社,http://finance.eastmoney.com/a/202606023756659147.html
02489,02489,港股收盘 | 三大指数集体震荡 光通信和PCB等AI概念股集体爆发,黄金股承压回调潼关黄金跌超7% 截至收盘，潼关黄金02489.HK)跌7.02%，灵宝黄金(03330.HK)跌6.73%，紫金黄金国际(02259.HK)跌6.46%。 消息方面，黄金股下跌主要受三重因素共同影响：加息预期升温、美元走强及技术性抛售压力。,2026-05-28 17:27:57,财联社,http://finance.eastmoney.com/a/202605283752859652.html
