query,关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接
09688,09688,港股创新药概念成近期反弹主力 分类指数已创近两个月新高,截至发稿，三叶草生物-B(02197.HK)涨超15%，再鼎医药09688.HK)等多只个股跟涨4%以上。 此外，中证港股通创新药指数也创下近两个月新高，进入7月以来累计上涨近14%，显著跑赢恒指，成为本轮港股反弹最为活跃的方向之一。,2026-07-16 15:17:00,财联社,http://finance.eastmoney.com/a/202607163809016141.html
09688,09688,港股医药股走强 和誉涨近5%,截至发稿，和誉-B(02256.HK)涨4.67%，银诺医药-B(02591.HK)涨4.27%，康诺亚-B(02162.HK)涨3.39%，再鼎医药09688.HK)涨2.88%。,2026-06-24 09:23:27,财联社,http://finance.eastmoney.com/a/202606243780653741.html
09688,09688,多家港股公司现身医保目录 恒生生物科技大涨6.66%,例如，恒瑞医药（01276.HK）的产品环孢素滴眼液(Ⅳ)、科伦博泰生物（06990.HK）的注射用博度曲妥珠单抗、再鼎医药（09688.HK）的维替索妥尤单抗现身目录名单中；石药集团（01093.HK）的产品注射用紫杉醇（白蛋白结合型）（Ⅱ）、科济药业-B（02171.HK）的舒瑞基奥仑赛注射液也出现在预申报药品名单中,2026-06-29 22:27:00,21世纪经济报道,http://finance.eastmoney.com/a/202606293787035498.html
09688,09688,2026年国谈初审揭晓！基本医保通过率破九成 商保目录申报“退烧”？,百利天恒刚刚获批的全球首款双抗ADC伦康依隆妥单抗、科伦博泰生物（06990.HK）的注射用博度曲妥珠单抗、再鼎医药（09688.HK）引进的维替索妥尤单抗、百济神州的HER2双抗泽尼达妥单抗以及乐普生物（02157.HK）的国内首款EGFR ADC维贝柯妥塔单抗等国内外品种悉数现身,2026-06-29 14:23:19,财联社,http://finance.eastmoney.com/a/202606293786531471.html
09688,09688,港股医药股或现反转 药明生物和康方生物领涨相关个股,截至发稿，再鼎医药09688.HK)涨5.83%，康方生物(09926.HK)涨4.35%，药明康德(02359.HK)涨4%，百济神州(06160.HK)涨3.24%。 消息方面，多家医药龙头企业近期密集推出股份回购计划。,2026-06-18 10:53:00,财联社,http://finance.eastmoney.com/a/202606183775872988.html
09688,09688,港股收盘 | 恒指创3月初以来最大周跌幅 人工智能概念逆势大涨,BD交易提振医药股再鼎医药涨近6% 截至收盘，再鼎医药09688.HK)涨5.90%，药明康德(02359.HK)涨5.06%，诺诚健华(09969.HK)涨4.73%。,2026-06-18 16:36:00,财联社,http://finance.eastmoney.com/a/202606183776180066.html
09688,09688,唯一绩效未达标 再鼎医药470万美元年薪总裁遭解聘,2026年5月22日，再鼎医药（09688）发布公告称，公司总裁兼首席运营官Josh Smiley先生将不再担任相关职务，该人事变动自2026年5月18日起正式生效，其最后任职日期为2026年5月22日。,2026-05-26 10:02:00,财中社,http://finance.eastmoney.com/a/202605263749230837.html
09688,09688,547万美元年薪总裁匆匆离场，再鼎医药发生了什么？,5月22日，再鼎医药（09688.HK）一则公告引发市场高度关注——公司总裁兼首席运营官Josh Smiley将不再担任现任职务，自5月18日起生效，最后任职日期为5月22日。颇为耐人寻味的是，从董事会作出决定到这位“二把手”正式离场，仅间隔4天。,2026-05-25 11:44:09,华夏时报网,http://finance.eastmoney.com/a/202605253747976870.html
09688,09688,再鼎医药一季度总收入同比降6%至9960万美元,5月7日，再鼎医药（09688/ZLAB）发布公告，2026年第一季度总收入为9960万美元，同比下降6%，2025年同期为1.06亿美元。产品收入净额为9560万美元，较2025年同期的1.06亿美元下降10%。,2026-05-07 20:56:00,财中社,http://finance.eastmoney.com/a/202605073730398010.html
09688,09688,港股再鼎医药涨超5%,4月20日，再鼎医药09688.HK)涨超5%，截至发稿涨5.64%，报19.3港元，成交额1.2亿港元。,2026-04-20 09:51:49,每日经济新闻,http://finance.eastmoney.com/a/202604203710281345.html
