openable,encrypted,page_count,file_size_mb,has_text_layer,text_chars_page1,likely_scanned,error,pdf_path,pdf_filename,stock_code,page_length_class
True,False,711,43.85,True,77,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09977_30-06-2020_鳳祥股份_全球發售.pdf,09977_30-06-2020_鳳祥股份_全球發售.pdf,09977,超长篇(≥500页)
True,False,583,4.6,True,57,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09979_29-06-2020_綠城管理控股_全球發售.pdf,09979_29-06-2020_綠城管理控股_全球發售.pdf,09979,超长篇(≥500页)
True,False,566,38.7,True,132,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09983_05-05-2020_建業新生活_全球發售.pdf,09983_05-05-2020_建業新生活_全球發售.pdf,09983,超长篇(≥500页)
True,False,611,14.71,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09986_30-06-2020_大山教育_股份發售.pdf,09986_30-06-2020_大山教育_股份發售.pdf,09986,超长篇(≥500页)
True,False,394,43.54,True,161,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09987_01-09-2020_百勝中國－Ｓ_全球發售.pdf,09987_01-09-2020_百勝中國－Ｓ_全球發售.pdf,09987,长篇(300-499页)
True,False,794,39.42,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09989_24-06-2020_海普瑞_全球發售.pdf,09989_24-06-2020_海普瑞_全球發售.pdf,09989,超长篇(≥500页)
True,False,510,14.6,True,83,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09990_30-06-2020_祖龍娛樂_全球發售.pdf,09990_30-06-2020_祖龍娛樂_全球發售.pdf,09990,超长篇(≥500页)
True,False,470,28.22,True,193,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09991_18-09-2020_寶尊電商－ＳＷ_全球發售.pdf,09991_18-09-2020_寶尊電商－ＳＷ_全球發售.pdf,09991,长篇(300-499页)
True,False,632,10.19,True,79,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09992_01-12-2020_泡泡瑪特_全球發售.pdf,09992_01-12-2020_泡泡瑪特_全球發售.pdf,09992,超长篇(≥500页)
True,False,688,7.66,True,134,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09993_16-10-2020_金輝控股_全球發售.pdf,09993_16-10-2020_金輝控股_全球發售.pdf,09993,超长篇(≥500页)
True,False,766,10.82,True,126,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09995_28-10-2020_榮昌生物－Ｂ_全球發售.pdf,09995_28-10-2020_榮昌生物－Ｂ_全球發售.pdf,09995,超长篇(≥500页)
True,False,569,6.25,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09996_05-05-2020_沛嘉醫療－Ｂ_全球發售.pdf,09996_05-05-2020_沛嘉醫療－Ｂ_全球發售.pdf,09996,超长篇(≥500页)
True,False,480,7.48,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2020/09997_16-06-2020_康基醫療_全球發售.pdf,09997_16-06-2020_康基醫療_全球發售.pdf,09997,长篇(300-499页)
True,False,458,27.65,True,149,False,,/nfs/users/wuqianqian/IPOI/dataset/2020/09999_02-06-2020_網易－Ｓ_全球發售.pdf,09999_02-06-2020_網易－Ｓ_全球發售.pdf,09999,长篇(300-499页)
True,False,819,11.4,True,142,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/00013_18-06-2021_和黃醫藥_全球發售.pdf,00013_18-06-2021_和黃醫藥_全球發售.pdf,00013,超长篇(≥500页)
True,False,761,56.22,True,148,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/00020_07-12-2021_商湯－Ｗ_全球發售.pdf,00020_07-12-2021_商湯－Ｗ_全球發售.pdf,00020,超长篇(≥500页)
True,False,525,4.67,True,183,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/00606_21-06-2021_中駿商管_全球發售.pdf,00606_21-06-2021_中駿商管_全球發售.pdf,00606,超长篇(≥500页)
True,False,848,50.59,True,111,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/01024_26-01-2021_快手－Ｗ_全球發售.pdf,01024_26-01-2021_快手－Ｗ_全球發售.pdf,01024,超长篇(≥500页)
True,False,676,8.17,True,154,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/01228_30-11-2021_北海康成－Ｂ_全球發售.pdf,01228_30-11-2021_北海康成－Ｂ_全球發售.pdf,01228,超长篇(≥500页)
True,False,490,7.9,True,74,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/01413_26-02-2021_廣聯工程控股_股份發售.pdf,01413_26-02-2021_廣聯工程控股_股份發售.pdf,01413,长篇(300-499页)
True,False,437,6.45,True,104,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/01473_29-01-2021_環聯連訊_股份發售.pdf,01473_29-01-2021_環聯連訊_股份發售.pdf,01473,长篇(300-499页)
True,False,658,36.06,False,50,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/01491_29-10-2021_貝特集團控股_全球發售.pdf,01491_29-10-2021_貝特集團控股_全球發售.pdf,01491,超长篇(≥500页)
True,False,474,12.27,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/01927_26-02-2021_久久王_全球發售.pdf,01927_26-02-2021_久久王_全球發售.pdf,01927,长篇(300-499页)
True,False,546,7.1,True,102,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/01948_26-10-2021_UJU HOLDING_全球發售.pdf,01948_26-10-2021_UJU HOLDING_全球發售.pdf,01948,超长篇(≥500页)
True,False,589,4.82,True,145,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/01965_25-06-2021_朗詩綠色生活_全球發售.pdf,01965_25-06-2021_朗詩綠色生活_全球發售.pdf,01965,超长篇(≥500页)
True,False,626,9.28,True,136,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02015_03-08-2021_理想汽車－Ｗ_全球發售.pdf,02015_03-08-2021_理想汽車－Ｗ_全球發售.pdf,02015,超长篇(≥500页)
True,False,684,8.52,True,153,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02137_30-06-2021_騰盛博藥－Ｂ_全球發售.pdf,02137_30-06-2021_騰盛博藥－Ｂ_全球發售.pdf,02137,超长篇(≥500页)
True,False,621,4.92,True,86,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02150_18-06-2021_奈雪的茶_全球發售.pdf,02150_18-06-2021_奈雪的茶_全球發售.pdf,02150,超长篇(≥500页)
True,False,613,7.24,True,149,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02155_15-06-2021_森松國際_全球發售.pdf,02155_15-06-2021_森松國際_全球發售.pdf,02155,超长篇(≥500页)
True,False,544,51.08,True,111,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02160_26-01-2021_心通醫療－Ｂ_全球發售.pdf,02160_26-01-2021_心通醫療－Ｂ_全球發售.pdf,02160,超长篇(≥500页)
True,False,442,31.66,True,81,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02161_26-01-2021_健倍苗苗_公開發售.pdf,02161_26-01-2021_健倍苗苗_公開發售.pdf,02161,长篇(300-499页)
True,False,580,10.37,True,116,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02162_25-06-2021_康諾亞－Ｂ_全球發售.pdf,02162_25-06-2021_康諾亞－Ｂ_全球發售.pdf,02162,超长篇(≥500页)
True,False,572,5.26,True,105,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02165_29-06-2021_領悅服務集團_全球發售.pdf,02165_29-06-2021_領悅服務集團_全球發售.pdf,02165,超长篇(≥500页)
True,False,613,34.39,True,172,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02170_27-01-2021_貝康醫療－Ｂ_全球發售.pdf,02170_27-01-2021_貝康醫療－Ｂ_全球發售.pdf,02170,超长篇(≥500页)
True,False,729,10.34,True,136,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02171_07-06-2021_科濟藥業－Ｂ_全球發售.pdf,02171_07-06-2021_科濟藥業－Ｂ_全球發售.pdf,02171,超长篇(≥500页)
True,False,570,19.05,True,79,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02175_30-06-2021_中國通才教育_全球發售.pdf,02175_30-06-2021_中國通才教育_全球發售.pdf,02175,超长篇(≥500页)
True,False,599,7.39,True,157,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02177_28-06-2021_優趣匯控股_全球發售.pdf,02177_28-06-2021_優趣匯控股_全球發售.pdf,02177,超长篇(≥500页)
True,False,619,5.31,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/02185_13-12-2021_百心安－Ｂ_全球發售.pdf,02185_13-12-2021_百心安－Ｂ_全球發售.pdf,02185,超长篇(≥500页)
True,False,599,18.76,True,87,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02187_16-03-2021_智欣集團控股_股份發售.pdf,02187_16-03-2021_智欣集團控股_股份發售.pdf,02187,超长篇(≥500页)
True,False,716,10.68,True,115,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02190_22-06-2021_歸創通橋－Ｂ_全球發售.pdf,02190_22-06-2021_歸創通橋－Ｂ_全球發售.pdf,02190,超长篇(≥500页)
True,False,648,8.86,True,141,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02191_05-05-2021_順豐房託_全球發售.pdf,02191_05-05-2021_順豐房託_全球發售.pdf,02191,超长篇(≥500页)
True,False,667,48.85,True,104,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02192_30-06-2021_醫脈通_全球發售.pdf,02192_30-06-2021_醫脈通_全球發售.pdf,02192,超长篇(≥500页)
True,False,437,35.15,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/02195_19-03-2021_盈滙企業控股_股份發售.pdf,02195_19-03-2021_盈滙企業控股_股份發售.pdf,02195,长篇(300-499页)
True,False,681,10.55,True,131,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02197_25-10-2021_三葉草生物－Ｂ_全球發售.pdf,02197_25-10-2021_三葉草生物－Ｂ_全球發售.pdf,02197,超长篇(≥500页)
True,False,570,4.68,True,98,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02205_29-06-2021_康橋悅生活_全球發售.pdf,02205_29-06-2021_康橋悅生活_全球發售.pdf,02205,超长篇(≥500页)
True,False,529,5.82,True,102,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02207_30-06-2021_融信服務_全球發售.pdf,02207_30-06-2021_融信服務_全球發售.pdf,02207,超长篇(≥500页)
True,False,606,11.19,True,68,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02209_28-06-2021_喆麗控股_全球發售.pdf,02209_28-06-2021_喆麗控股_全球發售.pdf,02209,超长篇(≥500页)
True,False,605,3.96,True,136,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02210_29-10-2021_京城佳業_全球發售.pdf,02210_29-10-2021_京城佳業_全球發售.pdf,02210,超长篇(≥500页)
True,False,562,3.79,True,106,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02215_29-06-2021_德信服務集團_全球發售.pdf,02215_29-06-2021_德信服務集團_全球發售.pdf,02215,超长篇(≥500页)
True,False,700,7.03,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/02216_13-09-2021_堃博醫療－Ｂ_全球發售.pdf,02216_13-09-2021_堃博醫療－Ｂ_全球發售.pdf,02216,超长篇(≥500页)
True,False,514,9.18,True,130,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02217_23-09-2021_譚仔國際_全球發售.pdf,02217_23-09-2021_譚仔國際_全球發售.pdf,02217,超长篇(≥500页)
True,False,562,6.87,True,111,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02219_24-06-2021_朝聚眼科_全球發售.pdf,02219_24-06-2021_朝聚眼科_全球發售.pdf,02219,超长篇(≥500页)
True,False,661,6.35,True,140,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02235_06-10-2021_微泰醫療－Ｂ_全球發售.pdf,02235_06-10-2021_微泰醫療－Ｂ_全球發售.pdf,02235,超长篇(≥500页)
True,False,582,5.65,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/02250_30-12-2021_德盈控股_全球發售.pdf,02250_30-12-2021_德盈控股_全球發售.pdf,02250,超长篇(≥500页)
True,False,638,48.45,True,164,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02251_26-10-2021_鷹瞳科技－Ｂ_全球發售.pdf,02251_26-10-2021_鷹瞳科技－Ｂ_全球發售.pdf,02251,超长篇(≥500页)
True,False,526,7.92,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/02252_21-10-2021_微創機器人－Ｂ_全球發售.pdf,02252_21-10-2021_微創機器人－Ｂ_全球發售.pdf,02252,超长篇(≥500页)
True,False,632,9.56,True,145,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02256_30-09-2021_和譽－Ｂ_全球發售.pdf,02256_30-09-2021_和譽－Ｂ_全球發售.pdf,02256,超长篇(≥500页)
True,False,724,52.84,True,98,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02257_20-12-2021_聖諾醫藥－Ｂ_全球發售.pdf,02257_20-12-2021_聖諾醫藥－Ｂ_全球發售.pdf,02257,超长篇(≥500页)
True,False,638,36.28,True,88,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02260_29-12-2021_環龍控股_全球發售.pdf,02260_29-12-2021_環龍控股_全球發售.pdf,02260,超长篇(≥500页)
True,False,606,8.52,True,136,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02265_29-10-2021_鴻承環保科技_全球發售.pdf,02265_29-10-2021_鴻承環保科技_全球發售.pdf,02265,超长篇(≥500页)
True,False,595,4.25,True,145,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02270_30-11-2021_德商產投服務_全球發售.pdf,02270_30-11-2021_德商產投服務_全球發售.pdf,02270,超长篇(≥500页)
True,False,636,9.13,True,154,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02273_30-11-2021_固生堂_全球發售.pdf,02273_30-11-2021_固生堂_全球發售.pdf,02273,超长篇(≥500页)
True,False,674,7.69,True,145,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02276_30-11-2021_康耐特光學_全球發售.pdf,02276_30-11-2021_康耐特光學_全球發售.pdf,02276,超长篇(≥500页)
True,False,534,6.5,True,56,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02279_01-12-2021_雍禾醫療_全球發售.pdf,02279_01-12-2021_雍禾醫療_全球發售.pdf,02279,超长篇(≥500页)
True,False,609,22.64,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/02285_17-12-2021_泉峰控股_全球發售.pdf,02285_17-12-2021_泉峰控股_全球發售.pdf,02285,超长篇(≥500页)
True,False,122,2.6,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/02378_20-09-2021_保誠_售股章程 - 股份發售.pdf,02378_20-09-2021_保誠_售股章程 - 股份發售.pdf,02378,中篇(100-299页)
True,False,376,6.62,True,90,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02518_04-03-2021_汽車之家－Ｓ_全球發售.pdf,02518_04-03-2021_汽車之家－Ｓ_全球發售.pdf,02518,长篇(300-499页)
True,False,577,46.01,True,164,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/02618_17-05-2021_京東物流_全球發售.pdf,02618_17-05-2021_京東物流_全球發售.pdf,02618,超长篇(≥500页)
True,False,577,4.3,True,103,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/03658_11-05-2021_新希望服務_全球發售.pdf,03658_11-05-2021_新希望服務_全球發售.pdf,03658,超长篇(≥500页)
True,False,692,6.33,True,161,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06127_16-02-2021_昭衍新藥_全球發售.pdf,06127_16-02-2021_昭衍新藥_全球發售.pdf,06127,超长篇(≥500页)
True,False,593,8.32,True,97,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06601_26-02-2021_朝雲集團_全球發售.pdf,06601_26-02-2021_朝雲集團_全球發售.pdf,06601,超长篇(≥500页)
True,False,698,8.25,True,103,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06606_05-02-2021_諾輝健康－Ｂ_全球發售.pdf,06606_05-02-2021_諾輝健康－Ｂ_全球發售.pdf,06606,超长篇(≥500页)
True,False,554,6.16,True,93,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06608_19-03-2021_百融雲－Ｗ_全球發售.pdf,06608_19-03-2021_百融雲－Ｗ_全球發售.pdf,06608,超长篇(≥500页)
True,False,653,12.63,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/06609_10-08-2021_心瑋醫療－Ｂ_全球發售.pdf,06609_10-08-2021_心瑋醫療－Ｂ_全球發售.pdf,06609,超长篇(≥500页)
True,False,810,7.43,True,94,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06611_30-06-2021_三巽集團_全球發售.pdf,06611_30-06-2021_三巽集團_全球發售.pdf,06611,超长篇(≥500页)
True,False,635,8.61,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/06616_30-06-2021_環球新材國際_全球發售.pdf,06616_30-06-2021_環球新材國際_全球發售.pdf,06616,超长篇(≥500页)
True,False,666,9.58,True,181,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06622_16-04-2021_兆科眼科－Ｂ_全球發售.pdf,06622_16-04-2021_兆科眼科－Ｂ_全球發售.pdf,06622,超长篇(≥500页)
True,False,603,5.26,True,88,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06626_16-06-2021_越秀服務_全球發售.pdf,06626_16-06-2021_越秀服務_全球發售.pdf,06626,超长篇(≥500页)
True,False,705,14.39,True,133,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06628_14-09-2021_創勝集團－Ｂ_全球發售.pdf,06628_14-09-2021_創勝集團－Ｂ_全球發售.pdf,06628,超长篇(≥500页)
True,False,507,9.97,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/06633_06-12-2021_青瓷遊戲_全球發售.pdf,06633_06-12-2021_青瓷遊戲_全球發售.pdf,06633,超长篇(≥500页)
True,False,594,4.71,True,115,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06668_14-01-2021_星盛商業_全球發售.pdf,06668_14-01-2021_星盛商業_全球發售.pdf,06668,超长篇(≥500页)
True,False,598,9.96,True,126,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06669_12-08-2021_先瑞達醫療－Ｂ_全球發售.pdf,06669_12-08-2021_先瑞達醫療－Ｂ_全球發售.pdf,06669,超长篇(≥500页)
True,False,665,5.21,True,134,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06680_31-12-2021_金力永磁_全球發售.pdf,06680_31-12-2021_金力永磁_全球發售.pdf,06680,超长篇(≥500页)
True,False,457,8.35,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/06699_03-06-2021_時代天使_全球發售.pdf,06699_03-06-2021_時代天使_全球發售.pdf,06699,长篇(300-499页)
True,False,735,9.66,True,96,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06821_30-11-2021_凱萊英_全球發售.pdf,06821_30-11-2021_凱萊英_全球發售.pdf,06821,超长篇(≥500页)
True,False,598,4.22,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/06909_30-06-2021_百得利控股_全球發售.pdf,06909_30-06-2021_百得利控股_全球發售.pdf,06909,超长篇(≥500页)
True,False,711,10.87,True,135,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06913_30-06-2021_華南職業教育_全球發售.pdf,06913_30-06-2021_華南職業教育_全球發售.pdf,06913,超长篇(≥500页)
True,False,586,5.66,True,102,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/06939_18-03-2021_美佳音控股_全球發售.pdf,06939_18-03-2021_美佳音控股_全球發售.pdf,06939,超长篇(≥500页)
True,False,450,47.45,True,96,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09626_18-03-2021_嗶哩嗶哩－ＳＷ_全球發售.pdf,09626_18-03-2021_嗶哩嗶哩－ＳＷ_全球發售.pdf,09626,长篇(300-499页)
True,False,593,11.41,True,120,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09699_30-11-2021_順豐同城_全球發售.pdf,09699_30-11-2021_順豐同城_全球發售.pdf,09699,超长篇(≥500页)
True,False,836,7.8,True,148,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09858_07-06-2021_優然牧業_全球發售.pdf,09858_07-06-2021_優然牧業_全球發售.pdf,09858,超长篇(≥500页)
True,False,607,10.3,True,148,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09868_25-06-2021_小鵬汽車－Ｗ_全球發售.pdf,09868_25-06-2021_小鵬汽車－Ｗ_全球發售.pdf,09868,超长篇(≥500页)
True,False,537,3.93,True,112,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09869_31-08-2021_海倫司_全球發售.pdf,09869_31-08-2021_海倫司_全球發售.pdf,09869,超长篇(≥500页)
True,False,550,4.42,True,134,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09888_12-03-2021_百度集團－ＳＷ_全球發售.pdf,09888_12-03-2021_百度集團－ＳＷ_全球發售.pdf,09888,超长篇(≥500页)
True,False,847,40.75,True,124,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09889_16-09-2021_東莞農商銀行_全球發售.pdf,09889_16-09-2021_東莞農商銀行_全球發售.pdf,09889,超长篇(≥500页)
True,False,566,3.11,True,130,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09898_29-11-2021_微博－ＳＷ_全球發售.pdf,09898_29-11-2021_微博－ＳＷ_全球發售.pdf,09898,超长篇(≥500页)
True,False,521,6.72,True,177,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09899_23-11-2021_雲音樂_全球發售.pdf,09899_23-11-2021_雲音樂_全球發售.pdf,09899,超长篇(≥500页)
True,False,590,9.01,True,139,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09956_29-10-2021_安能物流_全球發售.pdf,09956_29-10-2021_安能物流_全球發售.pdf,09956,超长篇(≥500页)
True,False,584,9.64,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/09959_26-03-2021_聯易融科技－Ｗ_全球發售.pdf,09959_26-03-2021_聯易融科技－Ｗ_全球發售.pdf,09959,超长篇(≥500页)
True,False,673,10.46,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/09960_29-06-2021_康聖環球_全球發售.pdf,09960_29-06-2021_康聖環球_全球發售.pdf,09960,超长篇(≥500页)
True,False,367,7.34,True,84,False,,/nfs/users/wuqianqian/IPOI/dataset/2021/09961_08-04-2021_攜程集團－Ｓ_全球發售.pdf,09961_08-04-2021_攜程集團－Ｓ_全球發售.pdf,09961,长篇(300-499页)
True,False,430,11.95,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2021/09982_18-05-2021_中原建業_全球發售.pdf,09982_18-05-2021_中原建業_全球發售.pdf,09982,长篇(300-499页)
True,False,551,34.73,True,131,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/00314_12-12-2022_思派健康_全球發售.pdf,00314_12-12-2022_思派健康_全球發售.pdf,00314,超长篇(≥500页)
True,False,684,11.38,False,15,True,,/nfs/users/wuqianqian/IPOI/dataset/2022/00816_25-02-2022_金茂服務_全球發售.pdf,00816_25-02-2022_金茂服務_全球發售.pdf,00816,超长篇(≥500页)
True,False,502,32.86,True,131,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/01204_29-06-2022_博維智慧_全球發售.pdf,01204_29-06-2022_博維智慧_全球發售.pdf,01204,超长篇(≥500页)
True,False,802,28.84,True,86,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/01244_29-11-2022_3D MEDICINES-B_全球發售.pdf,01244_29-11-2022_3D MEDICINES-B_全球發售.pdf,01244,超长篇(≥500页)
True,False,482,6.53,True,174,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/01406_31-01-2022_清晰醫療_全球發售.pdf,01406_31-01-2022_清晰醫療_全球發售.pdf,01406,长篇(300-499页)
True,False,657,8.97,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2022/01407_31-10-2022_交運燃氣_全球發售.pdf,01407_31-10-2022_交運燃氣_全球發售.pdf,01407,超长篇(≥500页)
True,False,538,40.86,True,103,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/01489_23-09-2022_GC CONSTRUCTION_股份發售.pdf,01489_23-09-2022_GC CONSTRUCTION_股份發售.pdf,01489,超长篇(≥500页)
True,False,623,10.04,True,175,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/01880_15-08-2022_中國中免_全球發售.pdf,01880_15-08-2022_中國中免_全球發售.pdf,01880,超长篇(≥500页)
True,False,589,4.72,True,125,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/01947_30-11-2022_美皓集團_全球發售.pdf,01947_30-11-2022_美皓集團_全球發售.pdf,01947,超长篇(≥500页)
True,False,546,6.97,True,146,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02121_17-01-2022_創新奇智_全球發售.pdf,02121_17-01-2022_創新奇智_全球發售.pdf,02121,超长篇(≥500页)
True,False,664,11.21,True,91,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02145_12-12-2022_上美股份_全球發售.pdf,02145_12-12-2022_上美股份_全球發售.pdf,02145,超长篇(≥500页)
True,False,620,50.92,True,137,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02147_30-12-2022_正味集團_股份發售.pdf,02147_30-12-2022_正味集團_股份發售.pdf,02147,超长篇(≥500页)
True,False,704,4.79,True,124,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02152_11-08-2022_蘇新服務_全球發售.pdf,02152_11-08-2022_蘇新服務_全球發售.pdf,02152,超长篇(≥500页)
True,False,822,7.98,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2022/02157_10-02-2022_樂普生物－Ｂ_全球發售.pdf,02157_10-02-2022_樂普生物－Ｂ_全球發售.pdf,02157,超长篇(≥500页)
True,False,576,5.37,True,117,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02167_21-06-2022_天潤雲_全球發售.pdf,02167_21-06-2022_天潤雲_全球發售.pdf,02167,超长篇(≥500页)
True,False,516,7.82,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2022/02172_29-06-2022_微創腦科學_全球發售.pdf,02172_29-06-2022_微創腦科學_全球發售.pdf,02172,超长篇(≥500页)
True,False,655,24.3,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2022/02179_21-03-2022_瑞科生物－Ｂ_全球發售.pdf,02179_21-03-2022_瑞科生物－Ｂ_全球發售.pdf,02179,超长篇(≥500页)
True,False,662,21.22,False,0,True,,/nfs/users/wuqianqian/IPOI/dataset/2022/02237_30-06-2022_中國石墨_全球發售.pdf,02237_30-06-2022_中國石墨_全球發售.pdf,02237,超长篇(≥500页)
True,False,872,58.52,True,176,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02245_21-11-2022_力勤資源_全球發售.pdf,02245_21-11-2022_力勤資源_全球發售.pdf,02245,超长篇(≥500页)
True,False,714,11.78,True,121,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02246_14-06-2022_快狗打車_全球發售.pdf,02246_14-06-2022_快狗打車_全球發售.pdf,02246,超长篇(≥500页)
True,False,757,14.62,True,65,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02291_27-10-2022_心泰醫療_全球發售.pdf,02291_27-10-2022_心泰醫療_全球發售.pdf,02291,超长篇(≥500页)
True,False,620,8.71,True,152,False,,/nfs/users/wuqianqian/IPOI/dataset/2022/02297_27-06-2022_潤邁德－Ｂ_全球發售.pdf,02297_27-06-2022_潤邁德－Ｂ_全球發售.pdf,02297,超长篇(≥500页)
