date,industry,ipo_count_365d,avg_day1_return_365d,break_rate_365d
2021-08-15,工业/制造,10,0.06782969411604137,0.5
2021-08-15,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-15,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-15,生物科技/医药,28,0.0277846452518041,0.5357142857142857
2021-08-15,金融,3,-0.16510745891276865,0.6666666666666666
2021-08-16,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-16,其他,10,-0.009239674376601904,0.3
2021-08-16,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-16,工业/制造,10,0.06782969411604137,0.5
2021-08-16,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-16,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-16,生物科技/医药,28,0.0277846452518041,0.5357142857142857
2021-08-16,金融,3,-0.16510745891276865,0.6666666666666666
2021-08-17,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-17,其他,10,-0.009239674376601904,0.3
2021-08-17,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-17,工业/制造,10,0.06782969411604137,0.5
2021-08-17,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-17,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-17,生物科技/医药,28,0.0277846452518041,0.5357142857142857
2021-08-17,金融,3,-0.16510745891276865,0.6666666666666666
2021-08-18,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-18,其他,10,-0.009239674376601904,0.3
2021-08-18,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-18,工业/制造,10,0.06782969411604137,0.5
2021-08-18,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-18,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-18,生物科技/医药,28,0.0277846452518041,0.5357142857142857
2021-08-18,金融,3,-0.16510745891276865,0.6666666666666666
2021-08-19,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-19,其他,10,-0.009239674376601904,0.3
2021-08-19,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-19,工业/制造,10,0.06782969411604137,0.5
2021-08-19,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-19,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-19,生物科技/医药,28,0.0277846452518041,0.5357142857142857
2021-08-19,金融,3,-0.16510745891276865,0.6666666666666666
2021-08-20,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-20,其他,10,-0.009239674376601904,0.3
2021-08-20,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-20,工业/制造,10,0.06782969411604137,0.5
2021-08-20,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-20,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-20,生物科技/医药,29,0.02384716554350217,0.5517241379310345
2021-08-20,金融,3,-0.16510745891276865,0.6666666666666666
2021-08-21,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-21,其他,10,-0.009239674376601904,0.3
2021-08-21,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-21,工业/制造,10,0.06782969411604137,0.5
2021-08-21,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-21,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-21,生物科技/医药,29,0.02384716554350217,0.5517241379310345
2021-08-21,金融,3,-0.16510745891276865,0.6666666666666666
2021-08-22,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-22,其他,10,-0.009239674376601904,0.3
2021-08-22,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-22,工业/制造,10,0.06782969411604137,0.5
2021-08-22,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-22,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-22,生物科技/医药,29,0.02384716554350217,0.5517241379310345
2021-08-22,金融,3,-0.16510745891276865,0.6666666666666666
2021-08-23,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-23,其他,10,-0.009239674376601904,0.3
2021-08-23,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-23,工业/制造,10,0.06782969411604137,0.5
2021-08-23,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-23,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-23,生物科技/医药,29,0.02384716554350217,0.5517241379310345
2021-08-23,金融,4,-0.11616088139084278,0.5
2021-08-24,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-24,其他,10,-0.009239674376601904,0.3
2021-08-24,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-24,工业/制造,10,0.06782969411604137,0.5
2021-08-24,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-24,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-24,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-08-24,金融,4,-0.11616088139084278,0.5
2021-08-25,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-25,其他,10,-0.009239674376601904,0.3
2021-08-25,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-25,工业/制造,10,0.06782969411604137,0.5
2021-08-25,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-25,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-25,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-08-25,金融,4,-0.11616088139084278,0.5
2021-08-26,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-26,其他,10,-0.009239674376601904,0.3
2021-08-26,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-26,工业/制造,10,0.06782969411604137,0.5
2021-08-26,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-26,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-26,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-08-26,金融,4,-0.11616088139084278,0.5
2021-08-27,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-27,其他,10,-0.009239674376601904,0.3
2021-08-27,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-27,工业/制造,10,0.06782969411604137,0.5
2021-08-27,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-27,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-27,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-08-27,金融,4,-0.11616088139084278,0.5
2021-08-28,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-28,其他,10,-0.009239674376601904,0.3
2021-08-28,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-28,工业/制造,10,0.06782969411604137,0.5
2021-08-28,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-28,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-28,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-08-28,金融,4,-0.11616088139084278,0.5
2021-08-29,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-29,其他,10,-0.009239674376601904,0.3
2021-08-29,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-29,工业/制造,10,0.06782969411604137,0.5
2021-08-29,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-29,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-29,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-08-29,金融,4,-0.11616088139084278,0.5
2021-08-30,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-30,其他,10,-0.009239674376601904,0.3
2021-08-30,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-30,工业/制造,10,0.06782969411604137,0.5
2021-08-30,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-30,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-30,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-08-30,金融,4,-0.11616088139084278,0.5
2021-08-31,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-08-31,其他,10,-0.009239674376601904,0.3
2021-08-31,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-08-31,工业/制造,10,0.06782969411604137,0.5
2021-08-31,新能源/汽车,1,-0.0470588235294116,1.0
2021-08-31,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-08-31,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-08-31,金融,4,-0.11616088139084278,0.5
2021-09-01,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-01,其他,10,-0.009239674376601904,0.3
2021-09-01,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-01,工业/制造,10,0.06782969411604137,0.5
2021-09-01,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-01,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-09-01,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-01,金融,4,-0.11616088139084278,0.5
2021-09-02,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-02,其他,10,-0.009239674376601904,0.3
2021-09-02,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-02,工业/制造,10,0.06782969411604137,0.5
2021-09-02,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-02,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-09-02,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-02,金融,4,-0.11616088139084278,0.5
2021-09-03,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-03,其他,10,-0.009239674376601904,0.3
2021-09-03,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-03,工业/制造,10,0.06782969411604137,0.5
2021-09-03,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-03,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-09-03,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-03,金融,4,-0.11616088139084278,0.5
2021-09-04,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-04,其他,10,-0.009239674376601904,0.3
2021-09-04,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-04,工业/制造,10,0.06782969411604137,0.5
2021-09-04,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-04,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-09-04,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-04,金融,4,-0.11616088139084278,0.5
2021-09-05,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-05,其他,10,-0.009239674376601904,0.3
2021-09-05,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-05,工业/制造,10,0.06782969411604137,0.5
2021-09-05,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-05,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-09-05,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-05,金融,4,-0.11616088139084278,0.5
2021-09-06,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-06,其他,10,-0.009239674376601904,0.3
2021-09-06,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-06,工业/制造,10,0.06782969411604137,0.5
2021-09-06,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-06,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-09-06,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-06,金融,4,-0.11616088139084278,0.5
2021-09-07,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-07,其他,10,-0.009239674376601904,0.3
2021-09-07,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-07,工业/制造,10,0.06782969411604137,0.5
2021-09-07,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-07,消费/零售,34,-0.018817336646612795,0.7058823529411765
2021-09-07,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-07,金融,4,-0.11616088139084278,0.5
2021-09-08,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-08,其他,10,-0.009239674376601904,0.3
2021-09-08,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-08,工业/制造,10,0.06782969411604137,0.5
2021-09-08,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-08,消费/零售,33,-0.01428629507400368,0.696969696969697
2021-09-08,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-08,金融,4,-0.11616088139084278,0.5
2021-09-09,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-09,其他,10,-0.009239674376601904,0.3
2021-09-09,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-09,工业/制造,10,0.06782969411604137,0.5
2021-09-09,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-09,消费/零售,33,-0.01428629507400368,0.696969696969697
2021-09-09,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-09,金融,4,-0.11616088139084278,0.5
2021-09-10,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-10,其他,10,-0.009239674376601904,0.3
2021-09-10,地产/建筑,33,-0.04153886704814228,0.6363636363636364
2021-09-10,工业/制造,10,0.06782969411604137,0.5
2021-09-10,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-10,消费/零售,33,-0.011179549078521641,0.6666666666666666
2021-09-10,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-10,金融,4,-0.11616088139084278,0.5
2021-09-11,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-11,其他,10,-0.009239674376601904,0.3
2021-09-11,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-11,工业/制造,10,0.06782969411604137,0.5
2021-09-11,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-11,消费/零售,33,-0.011179549078521641,0.6666666666666666
2021-09-11,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-11,金融,4,-0.11616088139084278,0.5
2021-09-12,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-12,其他,10,-0.009239674376601904,0.3
2021-09-12,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-12,工业/制造,10,0.06782969411604137,0.5
2021-09-12,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-12,消费/零售,33,-0.011179549078521641,0.6666666666666666
2021-09-12,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-12,金融,4,-0.11616088139084278,0.5
2021-09-13,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-13,其他,10,-0.009239674376601904,0.3
2021-09-13,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-13,工业/制造,10,0.06782969411604137,0.5
2021-09-13,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-13,消费/零售,33,-0.011179549078521641,0.6666666666666666
2021-09-13,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-13,金融,4,-0.11616088139084278,0.5
2021-09-14,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-14,其他,10,-0.009239674376601904,0.3
2021-09-14,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-14,工业/制造,10,0.06782969411604137,0.5
2021-09-14,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-14,消费/零售,33,-0.011179549078521641,0.6666666666666666
2021-09-14,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-14,金融,4,-0.11616088139084278,0.5
2021-09-15,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-15,其他,10,-0.009239674376601904,0.3
2021-09-15,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-15,工业/制造,10,0.06782969411604137,0.5
2021-09-15,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-15,消费/零售,32,-0.0236999626188044,0.6875
2021-09-15,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-15,金融,4,-0.11616088139084278,0.5
2021-09-16,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-16,其他,10,-0.009239674376601904,0.3
2021-09-16,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-16,工业/制造,10,0.06782969411604137,0.5
2021-09-16,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-16,消费/零售,32,-0.0236999626188044,0.6875
2021-09-16,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-16,金融,4,-0.11616088139084278,0.5
2021-09-17,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-17,其他,10,-0.009239674376601904,0.3
2021-09-17,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-17,工业/制造,10,0.06782969411604137,0.5
2021-09-17,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-17,消费/零售,32,-0.0236999626188044,0.6875
2021-09-17,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-17,金融,4,-0.11616088139084278,0.5
2021-09-18,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-18,其他,10,-0.009239674376601904,0.3
2021-09-18,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-18,工业/制造,10,0.06782969411604137,0.5
2021-09-18,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-18,消费/零售,31,-0.024048244451460934,0.6774193548387096
2021-09-18,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-18,金融,4,-0.11616088139084278,0.5
2021-09-19,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-19,其他,10,-0.009239674376601904,0.3
2021-09-19,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-19,工业/制造,10,0.06782969411604137,0.5
2021-09-19,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-19,消费/零售,31,-0.024048244451460934,0.6774193548387096
2021-09-19,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-19,金融,4,-0.11616088139084278,0.5
2021-09-20,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-20,其他,10,-0.009239674376601904,0.3
2021-09-20,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-20,工业/制造,10,0.06782969411604137,0.5
2021-09-20,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-20,消费/零售,31,-0.024048244451460934,0.6774193548387096
2021-09-20,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-20,金融,4,-0.11616088139084278,0.5
2021-09-21,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-21,其他,10,-0.009239674376601904,0.3
2021-09-21,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-21,工业/制造,10,0.06782969411604137,0.5
2021-09-21,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-21,消费/零售,31,-0.024048244451460934,0.6774193548387096
2021-09-21,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-21,金融,4,-0.11616088139084278,0.5
2021-09-22,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-22,其他,10,-0.009239674376601904,0.3
2021-09-22,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-22,工业/制造,10,0.06782969411604137,0.5
2021-09-22,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-22,消费/零售,30,-0.025505590304761,0.7
2021-09-22,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-22,金融,4,-0.11616088139084278,0.5
2021-09-23,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-23,其他,10,-0.009239674376601904,0.3
2021-09-23,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-23,工业/制造,10,0.06782969411604137,0.5
2021-09-23,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-23,消费/零售,29,-0.02638509341871827,0.7241379310344828
2021-09-23,生物科技/医药,30,0.021742216357263165,0.5666666666666667
2021-09-23,金融,4,-0.11616088139084278,0.5
2021-09-24,TMT/互联网,7,0.02001587591695585,0.42857142857142855
2021-09-24,其他,10,-0.009239674376601904,0.3
2021-09-24,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-24,工业/制造,10,0.06782969411604137,0.5
2021-09-24,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-24,消费/零售,29,-0.02638509341871827,0.7241379310344828
2021-09-24,生物科技/医药,31,0.015664510453265435,0.5806451612903226
2021-09-24,金融,4,-0.11616088139084278,0.5
2021-09-25,TMT/互联网,6,-0.008301891533577351,0.5
2021-09-25,其他,10,-0.009239674376601904,0.3
2021-09-25,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-25,工业/制造,10,0.06782969411604137,0.5
2021-09-25,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-25,消费/零售,29,-0.02638509341871827,0.7241379310344828
2021-09-25,生物科技/医药,31,0.015664510453265435,0.5806451612903226
2021-09-25,金融,4,-0.11616088139084278,0.5
2021-09-26,TMT/互联网,6,-0.008301891533577351,0.5
2021-09-26,其他,10,-0.009239674376601904,0.3
2021-09-26,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-26,工业/制造,10,0.06782969411604137,0.5
2021-09-26,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-26,消费/零售,29,-0.02638509341871827,0.7241379310344828
2021-09-26,生物科技/医药,31,0.015664510453265435,0.5806451612903226
2021-09-26,金融,4,-0.11616088139084278,0.5
2021-09-27,TMT/互联网,6,-0.008301891533577351,0.5
2021-09-27,其他,10,-0.009239674376601904,0.3
2021-09-27,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-27,工业/制造,10,0.06782969411604137,0.5
2021-09-27,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-27,消费/零售,29,-0.02638509341871827,0.7241379310344828
2021-09-27,生物科技/医药,31,0.015664510453265435,0.5806451612903226
2021-09-27,金融,4,-0.11616088139084278,0.5
2021-09-28,TMT/互联网,6,-0.008301891533577351,0.5
2021-09-28,其他,10,-0.009239674376601904,0.3
2021-09-28,地产/建筑,32,-0.05414648045292054,0.65625
2021-09-28,工业/制造,10,0.06782969411604137,0.5
2021-09-28,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-28,消费/零售,29,-0.02638509341871827,0.7241379310344828
2021-09-28,生物科技/医药,30,0.016376826517545705,0.5666666666666667
2021-09-28,金融,4,-0.11616088139084278,0.5
2021-09-29,TMT/互联网,6,-0.008301891533577351,0.5
2021-09-29,其他,10,-0.009239674376601904,0.3
2021-09-29,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-09-29,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-09-29,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-29,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-09-29,生物科技/医药,31,0.016444075289932567,0.5483870967741935
2021-09-29,金融,5,-0.08667870511267423,0.4
2021-09-30,TMT/互联网,6,-0.008301891533577351,0.5
2021-09-30,其他,10,-0.009239674376601904,0.3
2021-09-30,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-09-30,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-09-30,新能源/汽车,1,-0.0470588235294116,1.0
2021-09-30,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-09-30,生物科技/医药,31,0.016444075289932567,0.5483870967741935
2021-09-30,金融,5,-0.08667870511267423,0.4
2021-10-01,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-01,其他,10,-0.009239674376601904,0.3
2021-10-01,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-01,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-01,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-01,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-01,生物科技/医药,31,0.016444075289932567,0.5483870967741935
2021-10-01,金融,5,-0.08667870511267423,0.4
2021-10-02,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-02,其他,10,-0.009239674376601904,0.3
2021-10-02,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-02,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-02,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-02,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-02,生物科技/医药,31,0.016444075289932567,0.5483870967741935
2021-10-02,金融,5,-0.08667870511267423,0.4
2021-10-03,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-03,其他,10,-0.009239674376601904,0.3
2021-10-03,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-03,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-03,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-03,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-03,生物科技/医药,31,0.016444075289932567,0.5483870967741935
2021-10-03,金融,5,-0.08667870511267423,0.4
2021-10-04,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-04,其他,10,-0.009239674376601904,0.3
2021-10-04,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-04,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-04,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-04,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-04,生物科技/医药,31,0.016444075289932567,0.5483870967741935
2021-10-04,金融,5,-0.08667870511267423,0.4
2021-10-05,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-05,其他,10,-0.009239674376601904,0.3
2021-10-05,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-05,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-05,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-05,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-05,生物科技/医药,31,0.016444075289932567,0.5483870967741935
2021-10-05,金融,5,-0.08667870511267423,0.4
2021-10-06,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-06,其他,10,-0.009239674376601904,0.3
2021-10-06,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-06,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-06,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-06,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-06,生物科技/医药,31,0.016444075289932567,0.5483870967741935
2021-10-06,金融,5,-0.08667870511267423,0.4
2021-10-07,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-07,其他,11,-0.0052500809273498495,0.2727272727272727
2021-10-07,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-07,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-07,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-07,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-07,生物科技/医药,30,0.018419151772199722,0.5333333333333333
2021-10-07,金融,5,-0.08667870511267423,0.4
2021-10-08,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-08,其他,11,-0.0052500809273498495,0.2727272727272727
2021-10-08,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-08,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-08,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-08,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-08,生物科技/医药,30,0.018419151772199722,0.5333333333333333
2021-10-08,金融,5,-0.08667870511267423,0.4
2021-10-09,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-09,其他,11,-0.0052500809273498495,0.2727272727272727
2021-10-09,地产/建筑,31,-0.059477370503373164,0.6774193548387096
2021-10-09,工业/制造,9,0.07809856723275997,0.4444444444444444
2021-10-09,新能源/汽车,1,-0.0470588235294116,1.0
2021-10-09,消费/零售,27,-0.02040144076653239,0.7037037037037037
2021-10-09,生物科技/医药,29,0.01797899984157028,0.5517241379310345
2021-10-09,金融,5,-0.08667870511267423,0.4
2021-10-10,TMT/互联网,6,-0.008301891533577351,0.5
2021-10-10,其他,11,-0.0052500809273498495,0.2727272727272727
2021-10-10,地产/建筑,31,-0.059477370503373164,0.6774193548387096
