wind_norm,name,ede_list_date,board,industry_concept,concepts,industry_hsics,hsics_l1_name,hsics_index_code,hsics_index_name,industry,industry_source
0913.HK,港湾数字,1999-10-27,主板,金融,万得(港股)中国企业综合指数成份;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0914.HK,海螺水泥,1997-10-21,主板,其他,[HK]雅江水电站;万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]水泥;[HK]高瓴资本;[HK]核心资产;[HK]国企;[HK]一带一路;[HK]地方国企;[HK]纳入MSCI香港;[HK]国企改革,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0915.HK,道和环球,2002-05-10,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]现代服务业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0916.HK,龙源电力,2009-12-10,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]核心资产;[HK]新能源;[HK]国企改革;[HK]纳入MSCI香港;[HK]国企;[HK]央企;[HK]风电,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,新能源/汽车,concept
0917.HK,趣致集团,2024-05-27,主板,TMT/互联网,[HK]GEO;[HK]DeepSeek;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]人工智能,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0918.HK,龙翼航空科技,1997-10-15,主板,消费/零售,[HK]品牌服饰,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0919.HK,现代健康科技,2006-02-09,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]健康产业;[HK]外资企业;[HK]化妆美容,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0921.HK,海信家电,1996-07-23,主板,其他,[HK]凤凰之星最佳港股;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]家电;[HK]国企改革,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0922.HK,安贤园中国,1999-12-21,主板,其他,万得(港股)中国企业综合指数成份;[HK]殡葬,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0923.HK,综合环保集团,2010-03-31,主板,其他,万得(港股)中国企业综合指数成份;[HK]环保;[HK]外资企业,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0924.HK,坤集团,2019-07-05,主板,其他,[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0926.HK,碧生源,2010-09-29,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]健康产业;[HK]保健品,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0927.HK,富士高实业,2000-04-11,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0928.HK,帝王国际投资,2002-04-29,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]品牌服饰,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0929.HK,国际精密,2004-11-01,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]工业4.0,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0931.HK,中国港能,2001-10-24,主板,其他,万得(港股)中国企业综合指数成份;[HK]燃气;[HK]外资企业,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
0932.HK,顺腾国际控股,2013-10-11,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]化妆美容;[HK]健康产业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0933.HK,非凡领越,2000-04-06,主板,其他,万得(港股)中国企业综合指数成份;[HK]体育用品,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0934.HK,中石化冠德,1999-06-25,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]央企;[HK]页岩气;[HK]一带一路;[HK]国企;[HK]智能物流;[HK]石化股,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
0936.HK,佳兆业资本,2010-07-19,主板,其他,万得(港股)中国企业综合指数成份;[HK]融资租赁,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0938.HK,民生国际,1997-09-26,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0939.HK,建设银行,2005-10-27,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]蓝筹股;[HK]核心资产;[HK]纳入MSCI香港;[HK]国企;[HK]国企改革;[HK]央企;[HK]财产管理;[HK]中资银行,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0941.HK,中国移动,1997-10-23,主板,TMT/互联网,[HK]AIPC指数;[HK]AIGC备案;万得(港股)中国企业综合指数成份;[HK]AIGC;[HK]新经济;[HK]港股通;[HK]电信;[HK]蓝筹股;[HK]核心资产;[HK]中概股回归;[HK]5G;[HK]区块链;[HK]央企;[HK]一带一路;[HK]移动互联网;[HK]国企;[HK]中资电信;[HK]纳入MSCI香港,TMT/互联网,电讯业,HSCITC.HI,恒生综合行业指数-电讯业,TMT/互联网,hsics
0943.HK,中证国际,1997-06-25,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]健康产业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0945.HK,宏利金融-S,1999-09-27,主板,其他,,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0947.HK,摩比发展,2009-12-17,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]5G;[HK]移动互联网,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0948.HK,阿尔法企业,2010-03-01,主板,其他,万得(港股)中国企业综合指数成份;[HK]中概股回归;[HK]外资企业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0950.HK,李氏大药厂,2002-07-15,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0951.HK,超威动力,2010-07-07,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]储能;[HK]燃料电池;[HK]锂电池,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0952.HK,华富建业金融,1997-09-24,主板,金融,万得(港股)中国企业综合指数成份;[HK]本地券商;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0953.HK,邵氏兄弟控股,2010-02-01,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0954.HK,常茂生物,2002-06-28,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]健康产业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0956.HK,新天绿色能源,2010-10-13,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]高瓴资本;[HK]核心资产;[HK]国企改革;[HK]雄安新区;[HK]地方国企;[HK]新能源;[HK]国企;[HK]风电,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,新能源/汽车,concept
0959.HK,世纪娱乐国际,1997-10-03,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]彩票;[HK]影视传媒;[HK]博彩,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0960.HK,龙湖集团,2009-11-19,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]纳入MSCI香港;[HK]蓝筹地产;[HK]物业投资;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0966.HK,中国太平,2000-06-29,主板,金融,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]纳入MSCI香港;[HK]中资保险;[HK]央企;[HK]国企,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0968.HK,信义光能,2013-12-12,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]纳入MSCI香港;[HK]光伏太阳能;[HK]新能源,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0969.HK,华联国际,2000-02-02,主板,其他,万得(港股)中国企业综合指数成份;[HK]央企;[HK]农业现代化;[HK]国企,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0970.HK,新耀莱,1997-09-18,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0974.HK,中国顺客隆,2015-09-10,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0975.HK,MONGOL MINING,2010-10-13,主板,其他,[HK]港股通;[HK]煤炭;[HK]外资企业,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
0976.HK,齐合环保,2010-07-12,主板,其他,万得(港股)中国企业综合指数成份;[HK]环保,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0978.HK,招商局置地,1997-10-16,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]央企;[HK]国企改革;[HK]国企,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0979.HK,绿色能源科技集团,1997-06-26,主板,其他,万得(港股)中国企业综合指数成份;[HK]环保,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0980.HK,联华超市,2003-06-27,主板,其他,万得(港股)中国企业综合指数成份;[HK]国企改革;[HK]阿里巴巴;[HK]国企;[HK]地方国企,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0981.HK,中芯国际,2004-03-18,主板,TMT/互联网,[HK]DeepSeek;[HK]人形机器人;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]蓝筹股;[HK]核心资产;[HK]中概股回归;[HK]自主可控;[HK]手机产业;[HK]集成电路;[HK]网络科技股;[HK]芯片替代;[HK]紫光系;[HK]纳入MSCI香港;[HK]集成电路产业基金;[HK]物联网,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0983.HK,瑞安建业,1997-02-03,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0984.HK,永旺,1994-02-04,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0986.HK,杜甫酒业集团,1994-02-02,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0987.HK,中国再生能源投资,1994-01-27,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]新能源;[HK]外资企业,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,新能源/汽车,concept
0989.HK,中国长白山国际,1997-10-20,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]中概股回归;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0990.HK,至源控股,1994-01-25,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]外资企业;[HK]品牌服饰;[HK]合资企业,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0991.HK,大唐发电,1997-03-21,主板,其他,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]电力;[HK]央企;[HK]国企改革;[HK]国企;[HK]核电,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
0992.HK,联想集团,1994-02-14,主板,TMT/互联网,[HK]AIPC指数;[HK]DeepSeek;[HK]AIGC备案;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]蓝筹股;[HK]核心资产;[HK]手机产业;[HK]智能穿戴;[HK]国企;[HK]智能终端;[HK]央企;[HK]网络科技股;[HK]纳入MSCI香港;[HK]人工智能,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0993.HK,信控国际资本,1994-02-16,主板,金融,万得(港股)中国企业综合指数成份;[HK]央企;[HK]中资券商;[HK]财产管理;[HK]国企,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0994.HK,中天宏信,2017-07-17,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
0995.HK,安徽皖通高速公路,1996-11-13,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]路桥运营;[HK]国企;[HK]国企改革;[HK]地方国企,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0997.HK,普汇中金国际,2000-03-10,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0998.HK,中信银行,2007-04-27,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]蓝筹股;[HK]核心资产;[HK]纳入MSCI香港;[HK]国企改革;[HK]中信系;[HK]央企;[HK]中资银行;[HK]国企,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0999.HK,小菜园,2024-12-20,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1000.HK,北青传媒,2004-12-22,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]国企;[HK]地方国企;[HK]国企改革;[HK]文化传媒;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1001.HK,沪港联合,1994-02-18,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
1002.HK,威铖国际,2002-02-08,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]智能电网,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
1003.HK,欢喜传媒,1994-02-21,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1004.HK,中国智慧能源,1997-10-09,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]新能源,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,新能源/汽车,concept
1005.HK,MATRIX HOLDINGS,1994-02-18,主板,其他,[HK]外资企业;[HK]婴童,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1007.HK,龙辉国际控股,2010-10-28,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]乳业;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1008.HK,力图控股,2009-03-30,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
1009.HK,国际娱乐,2000-07-31,主板,其他,,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1010.HK,天玺曜11,1994-02-18,主板,其他,万得(港股)中国企业综合指数成份;[HK]集成电路,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
1011.HK,泰凌医药,2011-04-20,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]生物医疗;[HK]保健品,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
1013.HK,伟俊集团控股,1997-02-03,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]现代服务业,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
1020.HK,中细软科技,2010-07-07,主板,其他,万得(港股)中国企业综合指数成份,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
